id,name,type,skid
14956723,Putative Mi1 8655635421 CL,neuron,14956722
14956853,Putative Mi1 8526395244 CL,neuron,14956852
14957012,Putative Mi1 7351136382 CL,neuron,14957011
14968099,Putative Mi1 8426544209 CL,neuron,14968098
15068125,Putative Mi1 12192236266 HL,neuron,15068124
15069097,Putative Mi1 12194159099 HL,neuron,15069096
15069389,Putative Mi1 217277228 HL,neuron,15069388
15070182,Putative Mi1 11936327351 CL HL,neuron,15070181
15077008,Putative Mi1 217278269 HL,neuron,15077007
15078575,Putative Mi1 15078575 HL,neuron,15078574
15079200,Putative Mi1 11269699137 HL,neuron,15079199
15079627,Putative Mi1 11400215971 HL,neuron,15079626
15080165,Putative Mi1 11659960387 HL,neuron,15080164
15080211,Putative Mi1 11399576241 HL,neuron,15080210
15080251,Putative Mi1 10091864243 HL,neuron,15080250
15083024,Putative Mi1 9700965415 HL,neuron,15083023
15084024,Putative Mi1 11265867609 HL,neuron,15084023
15085163,Putative Mi1 10745090460 HL,neuron,15085162
15085804,Putative Mi1 10610757698 HL,neuron,15085803
15086422,Putative Mi1 10349095257 HL,neuron,15086421
15086545,Putative Mi1 9042029057 HL,neuron,15086544
15086822,Putative Mi1 7091397098 HL,neuron,15086821
15087076,Putative Mi1 8393960184 HL,neuron,15087075
15087120,Putative Mi1 8258960130 HL,neuron,15087119
15088743,Putative Mi1 8385011124 HL,neuron,15088742
15088798,Putative Mi1 6832926901 HL,neuron,15088797
15089136,Putative Mi1 7749079209 HL,neuron,15089135
15090109,Putative Mi1 11796864241 HL,neuron,15090108
15090165,Putative Mi1 10357996131 HL,neuron,15090164
15090855,Putative Mi1 11801337343 HL,neuron,15090854
15091416,Putative Mi1 11671472654 HL,neuron,15091415
15103308,Putative Mi1 15103308 HL,neuron,15103307
15105218,Putative Mi1 9706080102 HL,neuron,15105217
15107086,Putative Mi1 9708639200 HL,neuron,15107085
15109096,Putative Mi1 7654386601 CL HL,neuron,15109095
15109152,Putative Mi1 10363144673 HL,neuron,15109151
15109163,Putative Mi1 8437481424 CL,neuron,15109162
15109188,Putative Mi1 7395280375 CL,neuron,15109187
15109431,Putative Mi1 10363774262 HL,neuron,15109430
15109532,Putative Mi1 8700394077 CL,neuron,15109531
15109544,Putative Mi1 8307580885 CL,neuron,15109543
15109608,Putative Mi1 8702333842 CL,neuron,15109607
15109682,Putative Mi1 8702974810 CL,neuron,15109681
15109780,Putative Mi1 8567997818 CL,neuron,15109779
15110364,Putative Mi1 8697246145 CL,neuron,15110363
15110629,Putative Mi1 10361191461 HL,neuron,15110628
15110686,Putative Mi1 8564810471 CL,neuron,15110685
15110925,Putative Mi1 217283371 CL,neuron,15110924
15110978,Putative Mi1 9706713046 HL,neuron,15110977
15111089,Putative Mi1 7000554996 CL,neuron,15111088
15111213,Putative Mi1 6869388557 CL,neuron,15111212
15113963,Putative Mi1 9715663115 HL,neuron,15113962
15114486,Putative Mi1 10007438311 CL,neuron,15114485
15114600,Putative Mi1 9875649611 CL,neuron,15114599
15114703,Putative Mi1 10658105865 CL,neuron,15114702
15115198,Putative Mi1 10106560415 HL,neuron,15115197
15115376,Putative Mi1 10660006444 CL,neuron,15115375
15115398,Putative Mi1 10526282495 CL,neuron,15115397
15115434,Putative Mi1 11694523203 CL,neuron,15115433
15115480,Putative Mi1 9743865694 CL,neuron,15115479
15115493,Putative Mi1 10370139874 HL,neuron,15115492
15115517,Putative Mi1 9741304992 CL,neuron,15115516
15116319,Putative Mi1 11693241967 CL,neuron,15116318
15116374,Putative Mi1 11953627913 CL,neuron,15116373
15116569,Putative Mi1 9738073762 CL,neuron,15116568
15116597,Putative Mi1 9738717017 CL,neuron,15116596
15116626,Putative Mi1 10253758126 CL,neuron,15116625
15116640,Putative Mi1 11805822768 HL,neuron,15116639
15117077,Putative Mi1 7352400278 CL,neuron,15117076
15129377,Putative Mi1 9066937516 HL,neuron,15129376
15131583,Putative Mi1 8675429336 HL,neuron,15131582
15136029,Putative Mi1 8537858613 HL,neuron,15136028
15136192,Putative Mi1 8697183293 CL,neuron,15136191
15136210,Putative Mi1 8695260445 CL,neuron,15136209
15136736,Putative Mi1 8696557402 CL,neuron,15136735
15136752,Putative Mi1 8698472540 CL,neuron,15136751
15136842,Putative Mi1 7387584598 CL,neuron,15136841
15136863,Putative Mi1 6868090328 CL,neuron,15136862
15137474,Putative Mi1 8553213087 HL,neuron,15137473
15138424,Putative Mi1 6871290754 CL,neuron,15138423
15138583,Putative Mi1 7774636112 CL,neuron,15138582
15138653,Putative Mi1 6864900174 CL,neuron,15138652
15138817,Putative Mi1 6866834458 CL,neuron,15138816
15138830,Putative Mi1 6868743629 CL,neuron,15138829
15138871,Putative Mi1 6867453873 CL,neuron,15138870
15139100,Putative Mi1 8940309115 HL,neuron,15139099
15139331,Putative Mi1 217287398 CL,neuron,15139330
15139448,Putative Mi1 9457876733 HL,neuron,15139447
15139750,Putative Mi1 7502724157 HL,neuron,15139749
15139814,Putative Mi1 8668385344 HL,neuron,15139813
15139852,Putative Mi1 8669028254 HL,neuron,15139851
15139981,Putative Mi1 8688229814 CL,neuron,15139980
15140110,Putative Mi1 6836112092 HL,neuron,15140109
15145864,Putative Mi1 7771418670 CL,neuron,15145863
15145886,Putative Mi1 8551290549 CL,neuron,15145885
15146229,Putative Mi1 7774651665 CL,neuron,15146228
15147356,Putative Mi1 7765696170 CL,neuron,15147355
15147620,Putative Mi1 217288627 CL,neuron,15147619
15149047,Putative Mi1 12340026191 CL,neuron,15149046
15149097,Putative Mi1 10381666022 CL,neuron,15149096
15149241,Putative Mi1 10375283511 CL,neuron,15149240
15149303,Putative Mi1 9857691874 CL,neuron,15149302
15149371,Putative Mi1 10381684708 CL,neuron,15149370
15160893,Putative Mi1 8671597142 HL,neuron,15160892
15160907,Putative Mi1 7125328276 CL,neuron,15160906
15161121,Putative Mi1 7759902532 HL,neuron,15161120
15161162,Putative Mi1 8672205084 HL,neuron,15161161
15161492,Putative Mi1 8178988924 CL,neuron,15161491
15161522,Putative Mi1 7262830922 CL,neuron,15161521
15161599,Putative Mi1 9742616718 CL,neuron,15161598
15161808,Putative Mi1 10656839991 CL,neuron,15161807
15161851,Putative Mi1 7746486311 HL,neuron,15161850
15161912,Putative Mi1 8008155150 HL,neuron,15161911
15161932,Putative Mi1 7743930825 HL,neuron,15161931
15161988,Putative Mi1 8398436610 HL,neuron,15161987
15174183,Putative Mi1 8520618877 HL,neuron,15174182
15174380,Putative Mi1 6836103547 HL,neuron,15174379
15174876,Putative Mi1 9740656708 CL,neuron,15174875
15175532,Putative Mi1 11413644347 HL,neuron,15175531
15175998,Putative Mi1 11022738650 HL,neuron,15175997
15176537,Putative Mi1 10371424739 HL,neuron,15176536
15177260,Putative Mi1 5802246952 CL,neuron,15177259
15177384,Putative Mi1 8284552613 CL,neuron,15177383
15177412,Putative Mi1 6855279557 CL,neuron,15177411
15177418,Putative Mi1 11939526014 HL,neuron,15177417
15177531,Putative Mi1 6843151274 CL,neuron,15177530
15177658,Putative Mi1 8147648919 HL,neuron,15177657
15177827,Putative Mi1 6964699055 CL,neuron,15177826
15177896,Putative Mi1 6834192775 CL,neuron,15177895
15177981,Putative Mi1 7754825189 CL,neuron,15177980
15178183,Putative Mi1 7225719725 HL,neuron,15178182
15185710,Putative Mi1 10105280843 HL,neuron,15185709
15186062,Putative Mi1 8795687236 CL,neuron,15186061
15187268,Putative Mi1 7758628284 CL,neuron,15187267
15187483,Putative Mi1 8930670014 HL,neuron,15187482
15187524,Putative Mi1 8414416834 CL,neuron,15187523
15188496,Putative Mi1 10880709941 HL,neuron,15188495
15189339,Putative Mi1 10228160537 HL,neuron,15189338
15189913,Putative Mi1 8398397249 HL,neuron,15189912
15191897,Putative Mi1 9702250061 HL,neuron,15191896
15192064,Putative Mi1 8656234250 HL,neuron,15192063
15192122,Putative Mi1 8000486321 HL,neuron,15192121
15192169,Putative Mi1 6960242208 HL,neuron,15192168
15192209,Putative Mi1 7481642474 HL,neuron,15192208
15192275,Putative Mi1 9301783334 HL,neuron,15192274
15192500,Putative Mi1 11401493671 HL,neuron,15192499
15197003,Putative Mi1 8653676907 HL,neuron,15197002
15197969,Putative Mi1 6999247948 CL,neuron,15197968
15198062,Putative Mi1 10223054347 HL,neuron,15198061
15198801,Putative Mi1 6868759258 CL,neuron,15198800
15199058,Putative Mi1 10613949598 HL,neuron,15199057
15199872,Putative Mi1 11137275915 HL,neuron,15199871
15200796,Putative Mi1 10373370823 CL,neuron,15200795
15200879,Putative Mi1 9718872074 CL,neuron,15200878
15200941,Putative Mi1 10359275526 HL,neuron,15200940
15201328,Putative Mi1 8657520498 HL,neuron,15201327
15201920,Putative Mi1 10374621494 HL,neuron,15201919
15202188,Putative Mi1 5811200406 CL,neuron,15202187
15202536,Putative Mi1 217293408 HL,neuron,15202535
15206847,Putative Mi1 6840578655 HL,neuron,15206846
15208332,Putative Mi1 10636287471 HL,neuron,15208331
15212296,Putative Mi1 11157731381 HL,neuron,15212295
15212382,Putative Mi1 11029781306 HL,neuron,15212381
15212869,Putative Mi1 11681072895 HL,neuron,15212868
15216171,Putative Mi1 10903098595 HL,neuron,15216170
15217287,Putative Mi1 11683631821 HL,neuron,15217286
15218071,Putative Mi1 11945916961 HL,neuron,15218070
15218698,Putative Mi1 11816697164 CL,neuron,15218697
15218817,Putative Mi1 11682345529 CL,neuron,15218816
15219638,Putative Mi1 8130356298 CL,neuron,15219637
15221003,Putative Mi1 10647173607 HL,neuron,15221002
15223176,Putative Mi1 9735506131 CL,neuron,15223175
15223249,Putative Mi1 9995890562 CL,neuron,15223248
15223347,Putative Mi1 10386149635 HL,neuron,15223346
15223543,Putative Mi1 9734881733 CL,neuron,15223542
15223562,Putative Mi1 8821281422 CL,neuron,15223561
15223932,Putative Mi1 10910763739 HL,neuron,15223931
15224209,Putative Mi1 8663276762 HL,neuron,15224208
15224338,Putative Mi1 7132324957 CL,neuron,15224337
15224411,Putative Mi1 7872527825 HL,neuron,15224410
15225020,Putative Mi1 8143809963 HL,neuron,15225019
15225180,Putative Mi1 10383614365 CL,neuron,15225179
15225595,Putative Mi1 10263330852 CL,neuron,15225594
15225783,Putative Mi1 8659439819 HL,neuron,15225782
15232128,Putative Mi1 7760576325 HL,neuron,15232127
15266522,Putative Mi1 9743852023 HL,neuron,15266521
15268103,Putative Mi1 9876934251 HL,neuron,15268102
15297626,Putative Mi1 8305685064 HL,neuron,15297625
15297930,Putative Mi1 9746426584 HL,neuron,15297929
15297941,Putative Mi1 9225006362 HL,neuron,15297940
15297991,Putative Mi1 11433505787 HL,neuron,15297990
15298817,Putative Mi1 217296336 HL,neuron,15298816
15298830,Putative Mi1 11431569774 HL,neuron,15298829
15298859,Putative Mi1 9999737671 HL,neuron,15298858
15299212,Putative Mi1 8397173734 HL,neuron,15299211
15299436,Putative Mi1 8521893295 HL,neuron,15299435
15300543,Putative Mi1 7779817324 HL,neuron,15300542
15300578,Putative Mi1 9732305855 HL,neuron,15300577
15310680,Putative Mi1 10099565453 HL,neuron,15310679
15310780,Putative Mi1 10356114003 HL,neuron,15310779
15315352,Putative Mi1 10371451514 HL,neuron,15315351
15336673,Putative Mi1 8433662873 HL,neuron,15336672
15344263,Putative Mi1 10249890491 HL,neuron,15344262
15344284,Putative Mi1 8964642092 HL,neuron,15344283
15350412,Putative Mi1 8041482897 HL,neuron,15350411
15379406,Putative Mi1 12461574044 HL,neuron,15379405
15380394,Putative Mi1 12071942931 HL,neuron,15380393
15388604,Putative Mi1 11566579518 HL,neuron,15388603
15389679,Putative Mi1 10786076864 HL,neuron,15389678
15392765,Putative Mi1 7913512138 HL,neuron,15392764
15397366,Putative Mi1 8135475877 HL,neuron,15397365
15401073,Putative Mi1 8401589523 HL,neuron,15401072
15401314,Putative Mi1 11947858045 HL,neuron,15401313
15405914,Putative Mi1 8423977892 HL,neuron,15405913
15405963,Putative Mi1 9576239634 HL,neuron,15405962
15406138,Putative Mi1 10768117209 HL,neuron,15406137
15406161,Putative Mi1 12077733002 HL,neuron,15406160
15406243,Putative Mi1 217309929 HL,neuron,15406242
15410650,Putative Mi1 7127848494 HL,neuron,15410649
15410933,Putative Mi1 7655009288 HL,neuron,15410932
15411725,Putative Mi1 11565298083 HL,neuron,15411724
15416632,Putative Mi1 11826960296 HL,neuron,15416631
15416706,Putative Mi1 8700385259 HL,neuron,15416705
15417754,Putative Mi1 11690677782 HL,neuron,15417753
15418563,Putative Mi1 12213355474 HL,neuron,15418562
15421512,Putative Mi1 10523716897 HL,neuron,15421511
15435499,Putative Mi1 7093933898 HL,neuron,15435498
15435885,Putative Mi1 10356086860 HL,neuron,15435884
15435931,Putative Mi1 12332983922 HL,neuron,15435930
15437117,Putative Mi1 10395181201 HL,neuron,15437116
15452338,Putative Mi1 11047093879 HL,neuron,15452337
15452603,Putative Mi1 9047786822 HL,neuron,15452602
15452894,Putative Mi1 9698445146 HL,neuron,15452893
15455042,Putative Mi1 8036989394 HL,neuron,15455041
15455112,Putative Mi1 6733750870 HL,neuron,15455111
15455160,Putative Mi1 6862325622 HL,neuron,15455159
15455695,Putative Mi1 10100844925 HL,neuron,15455694
15455811,Putative Mi1 217314017 HL,neuron,15455810
15455848,Putative Mi1 9874397391 HL,neuron,15455847
15460253,Putative Mi1 6835477667 HL,neuron,15460252
15460372,Putative Mi1 8666482764 HL,neuron,15460371
15465848,Putative Mi1 12084778764 HL,neuron,15465847
15475852,Putative Mi1 8693353122 HL,neuron,15475851
15520845,Putative Mi1 12212724085 HL,neuron,15520844
15520899,Putative Mi1 11952979818 HL,neuron,15520898
15534611,Putative Mi1 5811867395 HL,neuron,15534610
15572655,Putative Mi1 11940810740 HL,neuron,15572654
15578999,Putative Mi1 12202470866 HL,neuron,15578998
15628540,Putative Mi1 8532107456 HL,neuron,15628539
15833439,Putative Mi1 9436791731 HL,neuron,15833438
15875132,Putative Mi1 11178241589 HL,neuron,15875131
17098607,Putative Mi1 17098607 MF HL,neuron,17098606
17242877,Putative Mi1 17242877 MF,neuron,17242876
17247040,Putative Mi1 17247040 MF,neuron,17247039
17251293,Putative Mi1 17251293 MF,neuron,17251292
17252446,Putative Mi1 17252446 AT,neuron,17252445
17255871,Putative Mi1 17255871 AT,neuron,17255870
17265249,Putative Mi1 11924815888 EK,neuron,17265248
17265366,Putative Mi1 12197352833 EK,neuron,17265365
17266515,Putative Mi1 17266515 AT,neuron,17266514
17266579,Putative Mi1 17266579 AT,neuron,17266578
17266623,Putative Mi1 17266623 AT,neuron,17266622
17266697,Putative Mi1 17266697 AT,neuron,17266696
17266791,Putative Mi1 17266791 AT,neuron,17266790
17267090,Putative Mi1 10741261889 HL,neuron,17267089
17267118,Putative Mi1 11528165930 HL,neuron,17267117
17267147,Putative Mi1 11002931510 HL,neuron,17267146
17267169,Putative Mi1 9697175850 HL,neuron,17267168
17267200,Putative Mi1 6836130887 HL,neuron,17267199
17267242,Putative Mi1 11791745482 HL,neuron,17267241
17267258,Putative Mi1 11665711242 HL,neuron,17267257
17267282,Putative Mi1 12057886688 HL,neuron,17267281
17267308,Putative Mi1 12323383636 HL,neuron,17267307
17318706,Putative Mi1 17318706 SK HL,neuron,17318705
17325657,Putative Mi1 17325657 SK HL,neuron,17325656
17328034,Putative Mi1 17328034 SK HL,neuron,17328033
