root_id,hemisphere,type,column_id,x,y,p,q,annotation_v3_1_0_type,type_match,lens_index,retinal_direction,experimental_screen_transform
720575940596125868,right,T5c,97,-5,2,6,-4,T5c,True,,,
720575940599457990,right,T4b,247,-4,-15,-4,-11,T4b,True,,,
720575940599459782,right,T5b,513,-4,-13,-3,-10,T5b,True,,,
720575940599704006,right,T5a,331,1,-15,-9,-6,T5a,True,,,
720575940599729862,right,T5a,129,0,-13,-7,-6,T5a,True,,,
720575940599733446,right,T5b,571,0,-14,-7,-7,T5b,True,,,
720575940599755718,right,T4a,16,-2,-16,-6,-10,T4a,True,,,
720575940599763910,right,T5b,741,-2,-14,-5,-9,T5b,True,,,
720575940600071689,right,T5b,81,6,-2,-7,5,T5b,True,,,
720575940600101641,right,T4a,487,1,-1,-2,1,T4a,True,,,
720575940600124169,right,T5b,272,3,-2,-4,2,T5b,True,,,
720575940600143369,right,T4a,662,2,-1,-3,2,T4a,True,,,
720575940600150793,right,T5a,325,5,1,-5,6,T5a,True,,,
720575940600547529,right,T4a,727,7,6,-4,10,T4a,True,,,
720575940600850441,right,T4c,464,4,0,-4,4,T4c,True,,,
720575940600866569,right,T5d,662,2,-1,-3,2,T5d,True,,,
720575940600934665,right,T4d,203,3,-1,-4,3,T4d,True,,,
720575940601206499,right,T4b,356,0,22,11,11,T4b,True,,,
720575940601263473,left,T4a,274,6,4,-4,8,T4a,True,,,
720575940601672201,right,T4b,265,-6,-1,5,-6,T4b,True,,,
720575940602140862,right,T5b,667,1,-28,-15,-13,T5b,True,,,
720575940602497726,right,T5c,397,-3,-19,-7,-12,T5c,True,,,
720575940602577598,right,T5a,368,-4,-20,-6,-14,T5a,True,,,
720575940602737598,right,T5a,48,-4,-22,-7,-15,T5a,True,,,
720575940602928608,right,T4c,587,4,22,7,15,T4c,True,,,
720575940603022304,left,T4a,641,-8,-5,5,-10,T4a,True,,,
720575940603339232,right,T4c,325,5,1,-5,6,T4c,True,,,
720575940603349216,left,T5d,587,4,22,7,15,T5d,True,,,
720575940603356896,right,T4d,789,-3,-27,-11,-16,T4d,True,,,
720575940603365980,right,T5a,626,-5,-8,1,-9,T5a,True,,,
720575940603373916,right,T5a,175,-6,-7,2,-9,T5a,True,,,
720575940603390380,left,T5c,663,0,8,4,4,T5c,True,,,
720575940603391712,right,T4c,379,3,-17,-12,-5,T4c,True,,,
720575940603391778,left,T5d,512,6,0,-6,6,T5d,True,,,
720575940603392546,left,T5b,204,5,-2,-6,4,T5b,True,,,
720575940603394272,right,T4c,748,-4,20,14,6,T4c,True,,,
720575940603404834,left,T5d,53,5,14,2,12,T5d,True,,,
720575940603471811,left,T5d,471,3,-26,-16,-10,T5d,True,,,
720575940603487456,left,T5d,44,5,-10,-10,0,T5d,True,,,
720575940603491957,right,T4a,391,4,-3,-6,3,T4a,True,,,
720575940603498357,right,T4d,219,6,-4,-8,4,T4d,True,,,
720575940603498613,right,T4c,566,5,-8,-9,1,T4c,True,,,
720575940603498869,right,T4b,312,4,-7,-8,1,T4b,True,,,
720575940603526005,right,T4a,682,6,-8,-10,2,T4a,True,,,
720575940603544363,left,T5d,758,5,-1,-6,5,T5d,True,,,
720575940603556981,right,T4d,698,6,-7,-10,3,T4d,True,,,
720575940603563893,right,T4c,542,6,-13,-13,0,T4c,True,,,
720575940603568757,right,T4a,268,7,-6,-10,4,T4a,True,,,
720575940603604258,left,T5b,694,4,3,-3,6,T5b,True,,,
720575940603605538,left,T4a,561,5,7,-2,9,T4a,True,,,
720575940603688226,left,T5b,458,5,0,-5,5,T5b,True,,,
720575940603714652,right,T5b,652,-6,-11,0,-11,T5b,True,,,
720575940603761836,right,T5a,239,-6,6,9,-3,T5a,True,,,
720575940603797420,right,T4c,107,8,-2,-9,7,T4c,True,,,
720575940603818464,left,T5c,63,4,12,2,10,T5c,True,,,
720575940603842476,right,T4d,83,2,-21,-13,-8,T4d,True,,,
720575940603873033,right,T5b,426,-3,0,3,-3,T5b,True,,,
720575940603904496,right,T4c,351,-1,-17,-8,-9,T4c,True,,,
720575940603940012,right,T5a,769,4,-27,-18,-9,T5a,True,,,
720575940604084704,right,T5b,633,-1,-24,-11,-13,T5b,True,,,
720575940604105137,right,T5b,209,-3,-8,-1,-7,T5b,True,,,
720575940604142453,right,T4c,511,5,-11,-11,0,T4c,True,,,
720575940604179372,left,T5b,294,1,-20,-11,-9,T5b,True,,,
720575940604180140,right,T4b,671,-4,-23,-8,-15,T4b,True,,,
720575940604192992,left,T5d,244,-4,-12,-2,-10,T5d,True,,,
720575940604198828,left,T4a,105,3,22,8,14,T4a,True,,,
720575940604221356,left,T5c,590,1,9,3,6,T5c,True,,,
720575940604323808,right,T5c,562,-5,-2,4,-6,T5c,True,,,
720575940604324320,right,T5c,522,-4,0,4,-4,T5c,True,,,
720575940604324576,left,T4b,454,5,-12,-11,-1,T4b,True,,,
720575940604337632,left,T4b,642,-5,-11,-1,-10,T4b,True,,,
720575940604383776,right,T4a,651,-4,-5,1,-6,T4a,True,,,
720575940604386594,left,T4a,536,3,4,-1,5,T4a,True,,,
720575940604411616,right,T5b,269,2,-19,-12,-7,T5b,True,,,
720575940604412896,right,T5c,548,1,-16,-9,-7,T5c,True,,,
720575940604413664,right,T5b,413,-2,-7,-2,-5,T5b,True,,,
720575940604427232,right,T5b,431,-2,-10,-3,-7,T5b,True,,,
720575940604432864,right,T5a,558,-4,-21,-7,-14,T5a,True,,,
720575940604435061,right,T4b,557,6,-10,-11,1,T4b,True,,,
720575940604436720,right,T4d,142,-2,-18,-7,-11,T4d,True,,,
720575940604457200,right,T5c,294,1,-20,-11,-9,T5c,True,,,
720575940604474982,right,T4a,663,0,8,4,4,T4a,True,,,
720575940604478065,left,T4b,591,3,-3,-5,2,T4b,True,,,
720575940604487968,right,T5d,481,4,-8,-8,0,T5d,True,,,
720575940604495537,left,T5d,223,-2,26,15,11,T5d,True,,,
720575940604511776,right,T5c,320,-2,-5,-1,-4,T5c,True,,,
720575940604521952,right,T4c,539,-6,15,13,2,T4c,True,,,
720575940604544358,right,T5a,104,-1,-27,-13,-14,T5a,True,,,
720575940604565280,left,T4a,185,2,-11,-8,-3,T4a,True,,,
720575940604567486,right,T4d,544,3,-13,-10,-3,T4d,True,,,
720575940604618417,left,T5a,145,0,4,2,2,T5a,True,,,
720575940604629681,left,T5c,623,1,13,5,8,T5c,True,,,
720575940604635253,right,T4c,635,6,-6,-9,3,T4c,True,,,
720575940604636021,right,T4c,109,4,-5,-7,2,T4c,True,,,
720575940604636789,right,T4c,205,5,-6,-8,2,T4c,True,,,
720575940604637045,right,T4d,109,4,-5,-7,2,T4d,True,,,
720575940604640945,right,T4a,668,1,19,8,11,T4a,True,,,
720575940604652512,right,T4d,653,-6,-12,0,-12,T4d,True,,,
720575940604666336,left,T5c,419,-3,-11,-3,-8,T5c,True,,,
720575940604679664,right,T4d,344,-2,-15,-6,-9,T4d,True,,,
720575940604694496,left,T5a,443,-6,4,8,-4,T5a,True,,,
720575940604699120,right,T4b,351,-1,-17,-8,-9,T4b,True,,,
720575940604699825,right,T4d,606,-1,-19,-9,-10,T4d,True,,,
720575940604704940,right,T5d,739,-7,2,8,-6,T5d,True,,,
720575940604712688,right,T4a,344,-2,-15,-6,-9,T4a,True,,,
720575940604731569,left,T5c,467,-2,-20,-8,-12,T5c,True,,,
720575940604732640,left,T5d,700,5,15,2,13,T5d,True,,,
720575940604738737,right,T4d,636,0,6,3,3,T4d,True,,,
720575940604745456,right,T4a,351,-1,-17,-8,-9,T4a,True,,,
720575940604766688,left,T4c,608,1,10,4,6,T4c,True,,,
720575940604774572,right,T5a,723,-2,-11,-4,-7,T5a,True,,,
720575940604778156,right,T5b,617,-2,-17,-7,-10,T5b,True,,,
720575940604781490,left,T5b,320,-2,-5,-1,-4,T5b,True,,,
720575940604782764,right,T5c,108,-3,-12,-3,-9,T5c,True,,,
720575940604804798,right,T4c,555,-4,9,8,1,T4c,True,,,
720575940604805566,right,T4b,348,3,14,4,10,T4b,True,,,
720575940604807392,left,T4d,447,-1,2,2,0,T4d,True,,,
720575940604809184,left,T5d,197,0,-20,-10,-10,T5d,True,,,
720575940604812204,right,T4c,43,-5,18,14,4,T4c,True,,,
720575940604812465,left,T4a,762,0,14,7,7,T4a,True,,,
720575940604818092,right,T4b,80,4,13,2,11,T4b,True,,,
720575940604828128,left,T4a,653,-6,-12,0,-12,T4a,True,,,
720575940604828849,right,T4a,1,-6,13,12,1,T4a,True,,,
720575940604830129,left,T5a,184,-6,-5,3,-8,T5a,True,,,
720575940604831456,right,T4a,190,-3,-5,0,-5,T4a,True,,,
720575940604835756,right,T4b,760,0,17,8,9,T4b,True,,,
720575940604836012,right,T4a,39,0,20,10,10,T4a,True,,,
720575940604875744,right,T5b,154,-8,0,8,-8,T5b,True,,,
720575940604889056,left,T4a,120,-1,-1,0,-1,T4a,True,,,
720575940604894688,left,T5a,16,-2,-16,-6,-10,T5a,True,,,
720575940604898662,right,T4c,326,2,16,6,10,T4c,True,,,
720575940604900832,right,T5c,243,-1,-21,-10,-11,T5c,True,,,
720575940604902921,right,T4d,317,-5,-4,3,-7,T4d,True,,,
720575940604912608,left,T5c,56,1,-13,-8,-5,T5c,True,,,
720575940604943394,left,T4b,534,3,2,-2,4,T4b,True,,,
720575940604943906,left,T4c,73,2,2,-1,3,T4c,True,,,
720575940604946720,right,T4d,338,-1,0,1,-1,T4d,True,,,
720575940604951840,left,T4c,635,6,-6,-9,3,T4c,True,,,
720575940604959712,left,T4b,743,6,-19,-16,-3,T4b,True,,,
720575940604962220,left,T5b,130,2,12,4,8,T5b,True,,,
720575940604965548,left,T5a,232,-4,13,10,3,T5a,True,,,
720575940604979116,left,T5a,636,0,6,3,3,T5a,True,,,
720575940604983398,right,T4c,576,0,28,14,14,T4c,True,,,
720575940605012140,left,T5d,648,1,7,2,5,T5d,True,,,
720575940605018540,left,T4c,40,-2,-6,-1,-5,T4c,True,,,
720575940605033644,left,T4a,650,-3,-25,-10,-15,T4a,True,,,
720575940605051052,right,T5b,601,1,16,7,9,T5b,True,,,
720575940605055660,right,T4a,537,0,-23,-12,-11,T4a,True,,,
720575940605073376,left,T5a,455,7,-7,-11,4,T5a,True,,,
720575940605084774,right,T5b,23,-3,-16,-5,-11,T5b,True,,,
720575940605087404,left,T4b,325,5,1,-5,6,T4b,True,,,
720575940605089964,left,T5d,107,8,-2,-9,7,T5d,True,,,
720575940605096550,right,T5b,224,0,5,2,3,T5b,True,,,
720575940605113056,left,T5b,277,7,-3,-9,6,T5b,True,,,
720575940605121452,left,T5a,111,2,-24,-14,-10,T5a,True,,,
720575940605130668,left,T4d,559,-6,22,17,5,T4d,True,,,
720575940605135532,right,T4b,44,5,-10,-10,0,T4b,True,,,
720575940605139116,right,T4c,153,8,0,-8,8,T4c,True,,,
720575940605140396,left,T5d,312,4,-7,-8,1,T5d,True,,,
720575940605143724,left,T5c,679,4,18,5,13,T5c,True,,,
720575940605164460,left,T4b,717,2,-22,-13,-9,T4b,True,,,
720575940605174700,right,T5c,727,7,6,-4,10,T5c,True,,,
720575940605180844,right,T4c,181,1,-4,-3,-1,T4c,True,,,
720575940605181152,right,T4d,696,-2,16,10,6,T4d,True,,,
720575940605204960,left,T4d,398,-3,22,14,8,T4d,True,,,
720575940605206752,right,T4c,112,-6,1,6,-5,T4c,True,,,
720575940605224672,left,T4a,705,1,1,-1,2,T4a,True,,,
720575940605238705,right,T5b,615,-7,-7,3,-10,T5b,True,,,
720575940605241516,right,T4d,35,1,-24,-13,-11,T4d,True,,,
720575940605285856,left,T4c,137,5,-7,-9,2,T4c,True,,,
720575940605304166,right,T5c,245,-5,-3,3,-6,T5c,True,,,
720575940605306726,right,T5b,317,-5,-4,3,-7,T5b,True,,,
720575940605315762,left,T5a,245,-5,-3,3,-6,T5a,True,,,
720575940605317600,left,T5d,753,-3,24,15,9,T5d,True,,,
720575940605334886,right,T5d,573,4,14,3,11,T5d,True,,,
720575940605335910,right,T5c,649,-1,5,3,2,T5c,True,,,
720575940605336422,right,T5d,649,-1,5,3,2,T5d,True,,,
720575940605338336,left,T4d,115,-4,2,5,-3,T4d,True,,,
720575940605371494,right,T5c,247,-4,-15,-4,-11,T5c,True,,,
720575940605373868,left,T4b,473,-4,23,15,8,T4b,True,,,
720575940605374910,right,T5a,45,-5,-1,4,-5,T5a,True,,,
720575940605379104,left,T4a,132,2,4,0,4,T4a,True,,,
720575940605384736,right,T5c,91,-1,6,4,2,T5c,True,,,
720575940605390764,left,T4a,635,6,-6,-9,3,T4a,True,,,
720575940605392160,right,T5a,718,-5,24,17,7,T5a,True,,,
720575940605394022,right,T5c,196,-1,8,5,3,T5c,True,,,
720575940605397536,right,T5c,674,-4,-14,-3,-11,T5c,True,,,
720575940605398048,right,T4b,82,-7,7,10,-3,T4b,True,,,
720575940605398304,right,T5b,347,-5,-13,-2,-11,T5b,True,,,
720575940605408870,right,T5b,732,-3,6,6,0,T5b,True,,,
720575940605413129,right,T5a,219,6,-4,-8,4,T5a,True,,,
720575940605413385,right,T5c,219,6,-4,-8,4,T5c,True,,,
720575940605418942,right,T4c,103,7,9,-3,12,T4c,True,,,
720575940605426278,right,T5c,688,-7,10,12,-2,T5c,True,,,
720575940605426562,left,T4a,737,0,19,9,10,T4a,True,,,
720575940605432422,right,T4c,257,2,21,8,13,T4c,True,,,
720575940605446590,right,T4d,241,2,-17,-11,-6,T4d,True,,,
720575940605453001,right,T4b,22,-1,3,2,1,T4b,True,,,
720575940605454182,left,T4b,460,-3,-20,-7,-13,T4b,True,,,
720575940605475262,left,T5c,126,3,11,2,9,T5c,True,,,
720575940605483185,left,T5a,544,3,-13,-10,-3,T5a,True,,,
720575940605492670,right,T5b,193,-5,4,7,-3,T5b,True,,,
720575940605500862,right,T5d,358,-3,17,11,6,T5d,True,,,
720575940605501472,left,T4c,449,6,-16,-14,-2,T4c,True,,,
720575940605528166,right,T4d,170,-5,1,5,-4,T4d,True,,,
720575940605535177,right,T5a,592,3,-28,-17,-11,T5a,True,,,
720575940605535404,left,T4c,368,-4,-20,-6,-14,T4c,True,,,
720575940605547552,right,T4b,527,-4,-8,0,-8,T4b,True,,,
720575940605550025,left,T4d,549,0,-9,-5,-4,T4d,True,,,
720575940605550112,right,T5c,527,-4,-8,0,-8,T5c,True,,,
720575940605550624,right,T4c,551,-4,-9,-1,-8,T4c,True,,,
720575940605559328,right,T5d,691,-9,4,11,-7,T5d,True,,,
720575940605566310,right,T5c,643,6,14,1,13,T5c,True,,,
720575940605609830,left,T4a,409,0,-3,-2,-1,T4a,True,,,
720575940605613926,left,T5d,294,1,-20,-11,-9,T5d,True,,,
720575940605621164,left,T4d,17,1,-5,-4,-1,T4d,True,,,
720575940605629356,left,T4d,473,-4,23,15,8,T4d,True,,,
720575940605632433,left,T5a,258,-4,-17,-5,-12,T5a,True,,,
720575940605639648,left,T5c,539,-6,15,13,2,T5c,True,,,
720575940605645758,left,T4c,452,1,-9,-6,-3,T4c,True,,,
720575940605658540,left,T4c,162,-4,-2,3,-5,T4c,True,,,
720575940605667686,left,T4b,711,-1,19,10,9,T4b,True,,,
720575940605671625,right,T4c,421,-1,12,7,5,T4c,True,,,
720575940605674417,right,T4d,126,3,11,2,9,T4d,True,,,
720575940605676041,right,T5c,420,6,-3,-8,5,T5c,True,,,
720575940605676646,left,T5c,297,7,-9,-12,3,T5c,True,,,
720575940605680817,left,T5b,709,-2,-24,-10,-14,T5b,True,,,
720575940605681073,left,T4d,373,1,-21,-12,-9,T4d,True,,,
720575940605686793,right,T5d,81,6,-2,-7,5,T5d,True,,,
720575940605704638,left,T4a,590,1,9,3,6,T4a,True,,,
720575940605706784,left,T4b,78,2,20,8,12,T4b,True,,,
720575940605712486,right,T5d,594,7,-16,-15,-1,T5d,True,,,
720575940605725105,right,T5c,752,-2,7,5,2,T5c,True,,,
720575940605734944,right,T5c,197,0,-20,-10,-10,T5c,True,,,
720575940605737318,left,T5d,179,-5,-16,-3,-13,T5d,True,,,
720575940605738417,right,T5d,551,-4,-9,-1,-8,T5d,True,,,
720575940605751008,right,T4c,53,5,14,2,12,T4c,True,,,
720575940605756844,right,T5a,692,-4,24,16,8,T5a,True,,,
720575940605758752,right,T5d,215,6,7,-3,10,T5d,True,,,
720575940605762406,right,T4c,580,-2,-23,-10,-13,T4c,True,,,
720575940605764030,left,T5a,373,1,-21,-12,-9,T5a,True,,,
720575940605773233,right,T5c,115,-4,2,5,-3,T5c,True,,,
720575940605788337,left,T5c,597,4,1,-4,5,T5c,True,,,
720575940605793726,right,T4a,602,4,-2,-5,3,T4a,True,,,
720575940605793894,right,T5b,44,5,-10,-10,0,T5b,True,,,
720575940605803744,right,T4a,549,0,-9,-5,-4,T4a,True,,,
720575940605813350,left,T5d,278,-5,10,10,0,T5d,True,,,
720575940605833062,right,T4b,610,2,-23,-14,-9,T4b,True,,,
720575940605840514,right,T4c,642,-5,-11,-1,-10,T4c,True,,,
720575940605842022,left,T4a,342,2,-15,-10,-5,T4a,True,,,
720575940605849702,left,T4a,139,1,-14,-8,-6,T4a,True,,,
720575940605852192,right,T4a,532,-8,7,11,-4,T4a,True,,,
720575940605855106,left,T4c,614,-2,-8,-2,-6,T4c,True,,,
720575940605869758,left,T4d,512,6,0,-6,6,T4d,True,,,
720575940605880497,right,T4c,718,-5,24,17,7,T4c,True,,,
720575940605886338,right,T5a,72,0,-28,-14,-14,T5a,True,,,
720575940605890592,left,T5d,342,2,-15,-10,-5,T5d,True,,,
720575940605903532,right,T5b,356,0,22,11,11,T5b,True,,,
720575940605907046,left,T4d,103,7,9,-3,12,T4d,True,,,
720575940605908326,left,T4a,283,-4,4,6,-2,T4a,True,,,
720575940605931180,right,T5d,440,1,23,10,13,T5d,True,,,
720575940605934014,left,T5a,493,-3,23,14,9,T5a,True,,,
720575940605938110,left,T5b,493,-3,23,14,9,T5b,True,,,
720575940605939814,right,T4a,578,4,-11,-10,-1,T4a,True,,,
720575940605945948,left,T4b,212,2,-16,-10,-6,T4b,True,,,
720575940605952702,right,T5c,718,-5,24,17,7,T5c,True,,,
720575940605955174,left,T5c,201,-8,9,12,-3,T5c,True,,,
720575940605961905,left,T5a,220,2,-6,-5,-1,T5a,True,,,
720575940605963441,left,T5b,157,-1,-7,-3,-4,T5b,True,,,
720575940605976422,left,T5b,233,4,-13,-11,-2,T5b,True,,,
720575940605977265,right,T4b,196,-1,8,5,3,T4b,True,,,
720575940605978470,left,T4c,263,-3,4,5,-1,T4c,True,,,
720575940605980262,right,T5a,656,0,-11,-6,-5,T5a,True,,,
720575940605980337,right,T4c,472,1,25,11,14,T4c,True,,,
720575940605985382,left,T5b,612,-3,-26,-10,-16,T5b,True,,,
720575940605996209,right,T5d,327,5,3,-4,7,T5d,True,,,
720575940606009120,left,T4d,458,5,0,-5,5,T4d,True,,,
720575940606014310,right,T5b,612,-3,-26,-10,-16,T5b,True,,,
720575940606014566,left,T5b,443,-6,4,8,-4,T5b,True,,,
720575940606014898,right,T4d,474,-3,-17,-6,-11,T4d,True,,,
720575940606034865,left,T4a,571,0,-14,-7,-7,T4a,True,,,
720575940606053566,left,T5a,374,2,13,4,9,T5a,True,,,
720575940606071217,right,T4d,511,5,-11,-11,0,T4d,True,,,
720575940606077374,right,T5b,280,-6,-14,-1,-13,T5b,True,,,
720575940606104254,left,T5a,292,-4,18,13,5,T5a,True,,,
720575940606115942,left,T4b,778,7,-15,-15,0,T4b,True,,,
720575940606118590,left,T4b,513,-4,-13,-3,-10,T4b,True,,,
720575940606121393,left,T5a,228,-7,1,7,-6,T5a,True,,,
720575940606158624,left,T5a,217,6,15,1,14,T5a,True,,,
720575940606162534,left,T4a,355,-7,-6,4,-10,T4a,True,,,
720575940606169948,left,T5a,6,-2,-4,0,-4,T5a,True,,,
720575940606180966,left,T4d,41,-3,28,17,11,T4d,True,,,
720575940606181762,right,T4a,6,-2,-4,0,-4,T4a,True,,,
720575940606192049,left,T5a,307,5,-25,-18,-7,T5a,True,,,
720575940606198193,left,T4d,607,1,18,8,10,T4d,True,,,
720575940606198449,right,T5d,280,-6,-14,-1,-13,T5d,True,,,
720575940606213298,left,T4a,356,0,22,11,11,T4a,True,,,
720575940606213664,left,T4c,9,4,9,0,9,T4c,True,,,
720575940606233190,left,T5c,544,3,-13,-10,-3,T5c,True,,,
720575940606236337,right,T4d,796,4,26,9,17,T4d,True,,,
720575940606240433,left,T5b,715,4,10,1,9,T5b,True,,,
720575940606260158,left,T4d,615,-7,-7,3,-10,T4d,True,,,
720575940606281574,left,T5d,494,0,29,14,15,T5d,True,,,
720575940606296497,left,T5c,70,-4,21,14,7,T5c,True,,,
720575940606310176,left,T4c,99,4,15,3,12,T4c,True,,,
720575940606319206,right,T4d,518,-4,22,15,7,T4d,True,,,
720575940606336614,left,T4b,459,5,-3,-7,4,T4b,True,,,
720575940606340286,left,T5d,360,-5,19,14,5,T5d,True,,,
720575940606417609,right,T5a,210,-6,8,10,-2,T5a,True,,,
720575940606444930,right,T4a,433,0,-8,-4,-4,T4a,True,,,
720575940606466761,right,T5c,685,-5,-9,0,-9,T5c,True,,,
720575940606474417,left,T5d,503,3,17,5,12,T5d,True,,,
720575940606480073,right,T4c,285,6,-18,-15,-3,T4c,True,,,
720575940606499017,right,T5b,191,-1,-11,-5,-6,T5b,True,,,
720575940606503602,left,T4b,567,-2,22,13,9,T4b,True,,,
720575940606521545,right,T4c,221,-7,3,8,-5,T4c,True,,,
720575940606521801,right,T4c,443,-6,4,8,-4,T4c,True,,,
720575940606527922,right,T4b,422,-7,-4,5,-9,T4b,True,,,
720575940606530993,left,T4b,490,-5,6,8,-2,T4b,True,,,
720575940606533321,left,T4a,187,3,21,7,14,T4a,True,,,
720575940606534601,right,T5a,367,-6,-15,-2,-13,T5a,True,,,
720575940606539465,right,T4a,713,-6,16,14,2,T4a,True,,,
720575940606555522,right,T5a,512,6,0,-6,6,T5a,True,,,
720575940606562481,left,T5c,158,3,-5,-6,1,T5c,True,,,
720575940606569417,right,T4d,210,-6,8,10,-2,T4d,True,,,
720575940606577865,right,T5c,287,-5,13,11,2,T5c,True,,,
720575940606592713,right,T5c,45,-5,-1,4,-5,T5c,True,,,
720575940606594766,left,T5c,406,1,-25,-14,-11,T5c,True,,,
720575940606600992,left,T4d,717,2,-22,-13,-9,T4d,True,,,
720575940606601417,right,T5c,106,-7,11,12,-1,T5c,True,,,
720575940606603040,left,T4b,192,7,10,-2,12,T4b,True,,,
720575940606612098,right,T5c,117,-8,-2,7,-9,T5c,True,,,
720575940606622082,right,T5c,259,-7,-5,4,-9,T5c,True,,,
720575940606624642,right,T5a,659,-4,-6,1,-7,T5a,True,,,
720575940606642121,right,T4d,763,-5,14,12,2,T4d,True,,,
720575940606681278,right,T5a,474,-3,-17,-6,-11,T5a,True,,,
720575940606716361,left,T4b,91,-1,6,4,2,T4b,True,,,
720575940606727042,right,T5a,418,-2,15,9,6,T5a,True,,,
720575940606734002,right,T5b,187,3,21,7,14,T5b,True,,,
720575940606734466,left,T5d,15,2,-3,-4,1,T5d,True,,,
720575940606736830,right,T5a,743,6,-19,-16,-3,T5a,True,,,
720575940606738562,right,T5a,541,-4,14,11,3,T5a,True,,,
720575940606742658,left,T5a,460,-3,-20,-7,-13,T5a,True,,,
720575940606774146,right,T5d,344,-2,-15,-6,-9,T5d,True,,,
720575940606776706,left,T5c,213,3,-4,-5,1,T5c,True,,,
720575940606786761,right,T4d,614,-2,-8,-2,-6,T4d,True,,,
720575940606800073,right,T5b,503,3,17,5,12,T5b,True,,,
720575940606807729,right,T5c,186,-1,26,14,12,T5c,True,,,
720575940606821250,right,T4a,573,4,14,3,11,T4a,True,,,
720575940606821506,right,T5c,235,4,11,1,10,T5c,True,,,
720575940606829257,left,T4a,108,-3,-12,-3,-9,T4a,True,,,
720575940606835074,right,T5b,681,-2,-21,-9,-12,T5b,True,,,
720575940606845897,left,T4c,578,4,-11,-10,-1,T4c,True,,,
720575940606850249,left,T4c,143,-4,16,12,4,T4c,True,,,
720575940606854857,left,T4a,398,-3,22,14,8,T4a,True,,,
720575940606855810,right,T5d,590,1,9,3,6,T5d,True,,,
720575940606862281,left,T4c,665,7,-2,-8,6,T4c,True,,,
720575940606862978,right,T5d,523,2,14,5,9,T5d,True,,,
720575940606864514,right,T5a,224,0,5,2,3,T5a,True,,,
720575940606920578,right,T5c,658,1,20,9,11,T5c,True,,,
720575940606925489,left,T4d,65,-1,28,15,13,T4d,True,,,
720575940606926722,right,T5b,428,-2,23,13,10,T5b,True,,,
720575940606934473,right,T4d,135,-3,-22,-8,-14,T4d,True,,,
720575940606938546,right,T5c,492,-7,-2,6,-8,T5c,True,,,
720575940606942130,right,T4d,768,3,5,-1,6,T4d,True,,,
720575940606947529,right,T4b,578,4,-11,-10,-1,T4b,True,,,
720575940606955953,left,T5b,179,-5,-16,-3,-13,T5b,True,,,
720575940606961538,left,T5b,724,4,2,-3,5,T5b,True,,,
720575940606964145,right,T4a,145,0,4,2,2,T4a,True,,,
720575940606986418,right,T5d,586,2,18,7,11,T5d,True,,,
720575940606991817,right,T4d,128,3,-22,-14,-8,T4d,True,,,
720575940607017906,left,T5a,599,-1,9,5,4,T5a,True,,,
720575940607022025,left,T5a,740,2,-8,-6,-2,T5a,True,,,
720575940607022722,left,T4c,654,-3,8,7,1,T4c,True,,,
720575940607033010,right,T5c,699,-5,0,5,-5,T5c,True,,,
720575940607035314,right,T5b,46,-5,15,12,3,T5b,True,,,
720575940607039618,right,T4b,233,4,-13,-11,-2,T4b,True,,,
720575940607040178,right,T5d,684,-6,17,14,3,T5d,True,,,
720575940607040642,left,T4b,531,1,0,-1,1,T4b,True,,,
720575940607042994,right,T5c,630,4,8,0,8,T5c,True,,,
720575940607046786,left,T5b,734,2,0,-2,2,T5b,True,,,
720575940607047810,right,T4d,129,0,-13,-7,-6,T4d,True,,,
720575940607049673,left,T4a,693,-3,25,15,10,T4a,True,,,
720575940607063730,right,T4d,46,-5,15,12,3,T4d,True,,,
720575940607076482,left,T4d,290,5,-24,-17,-7,T4d,True,,,
720575940607081346,left,T5d,214,-5,3,6,-3,T5d,True,,,
720575940607094706,left,T4b,667,1,-28,-15,-13,T4b,True,,,
720575940607105458,left,T4b,410,-2,-2,1,-3,T4b,True,,,
720575940607114882,right,T5a,750,4,-24,-16,-8,T5a,True,,,
720575940607118722,left,T4c,637,3,-21,-14,-7,T4c,True,,,
720575940607120258,left,T4b,668,1,19,8,11,T4b,True,,,
720575940607123145,left,T5d,687,-6,-3,4,-7,T5d,True,,,
720575940607131570,right,T4c,273,-6,23,17,6,T4c,True,,,
720575940607144137,left,T4d,216,2,19,7,12,T4d,True,,,
720575940607147721,left,T4c,748,-4,20,14,6,T4c,True,,,
720575940607175369,left,T5b,46,-5,15,12,3,T5b,True,,,
720575940607183538,left,T5a,765,-3,9,7,2,T5a,True,,,
720575940607194290,right,T4c,579,-3,-10,-2,-8,T4c,True,,,
720575940607196939,left,T4c,423,3,-18,-12,-6,T4c,True,,,
720575940607197826,right,T4a,760,0,17,8,9,T4a,True,,,
720575940607204530,right,T5b,653,-6,-12,0,-12,T5b,True,,,
720575940607219634,left,T5b,699,-5,0,5,-5,T5b,True,,,
720575940607243698,left,T4a,92,0,9,4,5,T4a,True,,,
720575940607249586,left,T4c,409,0,-3,-2,-1,T4c,True,,,
720575940607250699,left,T5b,205,5,-6,-8,2,T5b,True,,,
720575940607259228,right,T5c,773,5,-19,-15,-4,T5c,True,,,
720575940607262985,left,T4c,619,-4,-19,-6,-13,T4c,True,,,
720575940607283977,right,T4a,178,2,11,3,8,T4a,True,,,
720575940607288265,left,T5d,39,0,20,10,10,T5d,True,,,
