root_id,hemisphere,type,column_id,x,y,p,q,annotation_v3_1_0_type,type_match,lens_index,retinal_direction,experimental_screen_transform
720575940626217516,right,T4a,494,0,29,14,15,T4a,True,,,
720575940626217756,left,T5d,546,3,6,0,6,T5d,True,,,
720575940626218877,right,T4a,136,0,3,1,2,T4a,True,,,
720575940626219564,right,T4d,660,2,28,12,16,T4d,True,,,
720575940626219620,left,T5c,548,1,-16,-9,-7,T5c,True,,,
720575940626220588,right,T4b,352,-2,28,16,12,T4b,True,,,
720575940626221100,right,T5d,207,1,29,13,16,T5d,True,,,
720575940626223166,left,T5a,624,1,-17,-10,-7,T5a,True,,,
720575940626227006,left,T5a,213,3,-4,-5,1,T5a,True,,,
720575940626235180,right,T4d,438,2,27,11,16,T4d,True,,,
720575940626236293,left,T5c,336,0,23,11,12,T5c,True,,,
720575940626239020,right,T4b,282,0,26,13,13,T4b,True,,,
720575940626240514,right,T5b,537,0,-23,-12,-11,T5b,True,,,
720575940626241555,right,T5d,612,-3,-26,-10,-16,T5d,True,,,
720575940626241580,right,T4b,295,-2,29,16,13,T4b,True,,,
720575940626242746,left,T5a,409,0,-3,-2,-1,T5a,True,,,
720575940626245016,right,T4a,495,4,5,-2,7,T4a,True,,,
720575940626245890,right,T5b,219,6,-4,-8,4,T5b,True,,,
720575940626249930,left,T5c,54,-4,3,5,-2,T5c,True,,,
720575940626251308,right,T4b,343,-3,27,16,11,T4b,True,,,
720575940626251909,right,T5b,584,4,23,7,16,T5b,True,,,
720575940626253605,left,T4d,356,0,22,11,11,T4d,True,,,
720575940626256421,right,T4c,666,7,-13,-14,1,T4c,True,,,
720575940626256740,left,T5d,116,-1,-8,-3,-5,T5d,True,,,
720575940626260738,left,T4b,715,4,10,1,9,T4b,True,,,
720575940626260780,right,T5b,295,-2,29,16,13,T5b,True,,,
720575940626263634,right,T5a,308,-5,8,9,-1,T5a,True,,,
720575940626265170,left,T4a,765,-3,9,7,2,T4a,True,,,
720575940626269028,right,T5d,173,2,-25,-15,-10,T5d,True,,,
720575940626272002,left,T4a,285,6,-18,-15,-3,T4a,True,,,
720575940626277434,right,T4d,555,-4,9,8,1,T4d,True,,,
720575940626282371,right,T5a,532,-8,7,11,-4,T5a,True,,,
720575940626283108,left,T5c,416,3,-8,-7,-1,T5c,True,,,
720575940626290276,right,T4b,681,-2,-21,-9,-12,T4b,True,,,
720575940626293379,left,T4d,666,7,-13,-14,1,T4d,True,,,
720575940626293808,left,T5d,43,-5,18,14,4,T5d,True,,,
720575940626294565,left,T4b,739,-7,2,8,-6,T4b,True,,,
720575940626298243,right,T4b,229,5,2,-4,6,T4b,True,,,
720575940626301028,left,T4a,181,1,-4,-3,-1,T4a,True,,,
720575940626302138,right,T4b,778,4,25,8,17,T4b,True,,,
720575940626303418,right,T5d,41,-3,28,17,11,T5d,True,,,
720575940626305554,right,T4d,233,4,-13,-11,-2,T4d,True,,,
720575940626305892,right,T5a,755,4,19,5,14,T5a,True,,,
720575940626307459,left,T4d,161,4,-14,-11,-3,T4d,True,,,
720575940626308496,left,T5a,334,1,-26,-14,-12,T5a,True,,,
720575940626309164,right,T5d,21,-2,19,11,8,T5d,True,,,
720575940626311461,left,T4d,620,7,1,-7,8,T4d,True,,,
720575940626312997,right,T4a,438,2,27,11,16,T4a,True,,,
720575940626315397,right,T4b,119,-2,6,5,1,T4b,True,,,
720575940626322988,right,T5a,39,0,20,10,10,T5a,True,,,
720575940626333954,right,T5d,397,-3,-19,-7,-12,T5d,True,,,
720575940626337342,left,T5c,680,-1,25,13,12,T5c,True,,,
720575940626338622,left,T4d,662,2,-1,-3,2,T4d,True,,,
720575940626338844,left,T5b,5,-1,16,9,7,T5b,True,,,
720575940626340144,left,T5a,133,-3,20,13,7,T5a,True,,,
720575940626340892,left,T5c,14,0,-27,-14,-13,T5c,True,,,
720575940626344741,right,T5d,611,-1,-18,-8,-10,T5d,True,,,
720575940626345490,right,T5d,3,6,-12,-12,0,T5d,True,,,
720575940626347466,left,T5b,7,-6,-6,3,-9,T5b,True,,,
720575940626349242,right,T4c,355,-7,-6,4,-10,T4c,True,,,
720575940626350010,left,T5c,553,-3,16,11,5,T5c,True,,,
720575940626358361,right,T4d,110,-7,0,7,-7,T4d,True,,,
720575940626358617,right,T4d,2,-8,2,9,-7,T4d,True,,,
720575940626359427,left,T5c,55,-4,-11,-2,-9,T5c,True,,,
720575940626360869,right,T5c,709,-2,-24,-10,-14,T5c,True,,,
720575940626362755,right,T5c,606,-1,-19,-9,-10,T5c,True,,,
720575940626364734,left,T5a,253,5,16,3,13,T5a,True,,,
720575940626365005,right,T5a,336,0,23,11,12,T5a,True,,,
720575940626370691,right,T4c,199,0,-12,-6,-6,T4c,True,,,
720575940626370947,right,T4a,413,-2,-7,-2,-5,T4a,True,,,
720575940626373016,right,T5c,711,-1,19,10,9,T5c,True,,,
720575940626373182,left,T5b,19,-7,17,15,2,T5b,True,,,
720575940626376394,left,T4d,355,-7,-6,4,-10,T4d,True,,,
720575940626381002,left,T5d,21,-2,19,11,8,T5d,True,,,
720575940626381356,right,T4b,661,-3,14,10,4,T4b,True,,,
720575940626383460,left,T5d,209,-3,-8,-1,-7,T5d,True,,,
720575940626393677,left,T5b,774,-8,6,11,-5,T5b,True,,,
720575940626397733,left,T4d,262,1,-11,-7,-4,T4d,True,,,
720575940626397778,right,T4b,588,1,4,1,3,T4b,True,,,
720575940626400770,right,T5a,776,5,21,5,16,T5a,True,,,
720575940626401573,left,T5d,102,3,13,3,10,T5d,True,,,
720575940626402597,left,T5a,467,-2,-20,-8,-12,T5a,True,,,
720575940626402712,right,T4c,485,-3,-3,1,-4,T4c,True,,,
720575940626403274,left,T4a,688,-7,10,12,-2,T4a,True,,,
720575940626403715,right,T5b,476,-1,15,8,7,T5b,True,,,
720575940626407426,left,T4a,422,-7,-4,5,-9,T4a,True,,,
720575940626408650,left,T5d,287,-5,13,11,2,T5d,True,,,
720575940626419477,left,T4c,580,-2,-23,-10,-13,T4c,True,,,
720575940626419986,right,T5c,10,5,-15,-13,-2,T5c,True,,,
720575940626420030,left,T5c,408,-6,-4,4,-8,T5c,True,,,
720575940626422805,right,T4a,699,-5,0,5,-5,T4a,True,,,
720575940626423493,right,T5c,714,5,12,1,11,T5c,True,,,
720575940626424005,right,T5c,63,4,12,2,10,T5c,True,,,
720575940626425541,right,T5d,63,4,12,2,10,T5d,True,,,
720575940626427544,right,T5c,51,0,-19,-10,-9,T5c,True,,,
720575940626427589,right,T4a,623,1,13,5,8,T4a,True,,,
720575940626429637,right,T4d,623,1,13,5,8,T4d,True,,,
720575940626430922,left,T5a,562,-5,-2,4,-6,T5a,True,,,
720575940626435459,right,T5b,260,-3,19,12,7,T5b,True,,,
720575940626439866,left,T4a,646,6,-24,-18,-6,T4a,True,,,
720575940626440025,right,T5a,479,-2,10,7,3,T5a,True,,,
720575940626441561,right,T5b,504,-2,9,6,3,T5b,True,,,
720575940626444157,left,T4c,359,2,23,9,14,T4c,True,,,
720575940626444741,right,T4a,608,1,10,4,6,T4a,True,,,
720575940626446789,right,T4b,590,1,9,3,6,T4b,True,,,
720575940626446869,right,T4a,745,0,13,6,7,T4a,True,,,
720575940626447813,right,T5a,498,6,10,-1,11,T5a,True,,,
720575940626449098,right,T4d,693,-3,25,15,10,T4d,True,,,
720575940626452421,right,T4b,648,1,7,2,5,T4b,True,,,
720575940626452880,right,T4a,594,7,-16,-15,-1,T4a,True,,,
720575940626457034,left,T4d,147,1,21,9,12,T4d,True,,,
720575940626457150,left,T5b,76,-3,-4,1,-5,T5b,True,,,
720575940626457475,left,T4c,38,0,-2,-1,-1,T4c,True,,,
720575940626458412,right,T4b,742,-4,11,9,2,T4b,True,,,
720575940626460674,left,T4d,56,1,-13,-8,-5,T4d,True,,,
720575940626461186,right,T4b,32,0,12,6,6,T4b,True,,,
720575940626462768,right,T4a,175,-6,-7,2,-9,T4a,True,,,
720575940626463550,left,T5c,284,0,25,12,13,T5c,True,,,
720575940626465594,left,T5d,599,-1,9,5,4,T5d,True,,,
720575940626465667,left,T5a,435,5,-17,-14,-3,T5a,True,,,
720575940626474498,left,T5b,754,-1,-13,-6,-7,T5b,True,,,
720575940626475029,left,T4b,462,-1,18,10,8,T4b,True,,,
720575940626477852,left,T4b,475,-4,-1,3,-4,T4b,True,,,
720575940626481964,right,T4b,479,-2,10,7,3,T4b,True,,,
720575940626482840,right,T4a,565,0,-26,-13,-13,T4a,True,,,
720575940626483600,right,T4c,104,-1,-27,-13,-14,T4c,True,,,
720575940626484361,right,T5a,22,-1,3,2,1,T5a,True,,,
720575940626486168,left,T5b,271,4,6,-1,7,T5b,True,,,
720575940626487226,left,T5d,157,-1,-7,-3,-4,T5d,True,,,
720575940626489644,right,T4a,510,-2,11,7,4,T4a,True,,,
720575940626497284,right,T5d,737,0,19,9,10,T5d,True,,,
720575940626501378,left,T5d,302,2,17,6,11,T5d,True,,,
720575940626501676,right,T5c,732,-3,6,6,0,T5c,True,,,
720575940626502660,left,T5d,564,3,-23,-15,-8,T5d,True,,,
720575940626502756,right,T5b,4,-5,-21,-6,-15,T5b,True,,,
720575940626502970,left,T5c,366,2,-29,-17,-12,T5c,True,,,
720575940626505226,right,T4d,358,-3,17,11,6,T4d,True,,,
720575940626506716,right,T5d,183,-5,-15,-3,-12,T5d,True,,,
720575940626507036,right,T4d,404,-1,20,11,9,T4d,True,,,
720575940626510232,right,T4b,108,-3,-12,-3,-9,T4b,True,,,
720575940626510789,right,T4b,608,1,10,4,6,T4b,True,,,
720575940626510812,right,T5d,347,-5,-13,-2,-11,T5d,True,,,
720575940626510937,right,T4a,285,6,-18,-15,-3,T4a,True,,,
720575940626511047,left,T4d,299,-4,12,10,2,T4d,True,,,
720575940626511557,right,T4b,92,0,9,4,5,T4b,True,,,
720575940626512581,right,T4b,69,1,8,3,5,T4b,True,,,
720575940626512729,left,T4b,579,-3,-10,-2,-8,T4b,True,,,
720575940626512837,right,T4b,218,2,10,3,7,T4b,True,,,
720575940626514576,left,T4a,727,7,6,-4,10,T4a,True,,,
720575940626515528,left,T4b,761,-4,-18,-5,-13,T4b,True,,,
720575940626516757,right,T5a,372,1,-2,-2,0,T5a,True,,,
720575940626520540,right,T5a,733,-5,-17,-4,-13,T5a,True,,,
720575940626521981,left,T4c,113,-2,4,4,0,T4c,True,,,
720575940626528442,left,T4b,574,-6,5,8,-3,T4b,True,,,
720575940626530216,left,T4d,757,0,-6,-3,-3,T4d,True,,,
720575940626534858,right,T4a,93,-6,3,7,-4,T4a,True,,,
720575940626534914,right,T4c,518,-4,22,15,7,T4c,True,,,
720575940626539010,left,T5d,623,1,13,5,8,T5d,True,,,
720575940626543893,left,T4d,84,-2,12,8,4,T4d,True,,,
720575940626548368,right,T4a,365,4,7,-1,8,T4a,True,,,
720575940626551994,left,T4d,733,-5,-17,-4,-13,T4d,True,,,
720575940626553177,right,T5a,392,-4,7,7,0,T5a,True,,,
720575940626554713,right,T4d,261,-1,13,7,6,T4d,True,,,
720575940626555589,right,T4c,348,3,14,4,10,T4c,True,,,
720575940626557839,right,T5d,591,3,-3,-5,2,T5d,True,,,
720575940626561380,left,T4c,753,-3,24,15,9,T4c,True,,,
720575940626561679,left,T5c,226,5,19,4,15,T5c,True,,,
720575940626563844,left,T4d,242,-4,6,7,-1,T4d,True,,,
720575940626565178,right,T4d,260,-3,19,12,7,T4d,True,,,
720575940626565182,left,T5a,344,-2,-15,-6,-9,T5a,True,,,
720575940626565852,right,T5b,596,-4,-16,-4,-12,T5b,True,,,
720575940626569060,left,T4c,126,3,11,2,9,T4c,True,,,
720575940626571045,left,T4d,721,5,13,1,12,T4d,True,,,
720575940626571484,right,T5a,761,-4,-18,-5,-13,T5a,True,,,
720575940626571778,left,T4c,345,3,-12,-9,-3,T4c,True,,,
720575940626577154,left,T4a,270,1,-8,-5,-3,T4a,True,,,
720575940626578045,right,T5c,240,-4,-3,2,-5,T5c,True,,,
720575940626579784,right,T4c,584,4,23,7,16,T4c,True,,,
720575940626580879,right,T4d,79,2,1,-2,3,T4d,True,,,
720575940626581672,right,T4d,703,-3,1,3,-2,T4d,True,,,
720575940626586370,right,T5a,521,6,-9,-11,2,T5a,True,,,
720575940626586626,right,T5c,328,5,-9,-10,1,T5c,True,,,
720575940626587011,left,T5a,596,-4,-16,-4,-12,T5a,True,,,
720575940626589468,left,T5a,563,5,-13,-12,-1,T5a,True,,,
720575940626589768,right,T5a,105,3,22,8,14,T5a,True,,,
720575940626592284,left,T5a,395,0,-22,-11,-11,T5a,True,,,
720575940626592664,right,T4d,311,-7,15,14,1,T4d,True,,,
720575940626597251,left,T4a,638,-1,7,4,3,T4a,True,,,
720575940626597263,left,T4c,392,-4,7,7,0,T4c,True,,,
720575940626603151,right,T5d,66,2,15,5,10,T5d,True,,,
720575940626609277,right,T5d,218,2,10,3,7,T5d,True,,,
720575940626615171,left,T5b,766,2,-4,-4,0,T5b,True,,,
720575940626615829,left,T4a,208,5,-21,-16,-5,T4a,True,,,
720575940626617213,left,T5d,291,7,2,-6,8,T5d,True,,,
720575940626623516,right,T4a,64,4,-23,-16,-7,T4a,True,,,
720575940626624186,left,T5b,337,-5,-6,2,-8,T5b,True,,,
720575940626627076,right,T5b,331,1,-15,-9,-6,T5b,True,,,
720575940626627612,left,T4a,657,-2,-25,-11,-14,T4a,True,,,
720575940626632450,left,T5d,581,3,9,1,8,T5d,True,,,
720575940626632848,left,T4a,200,-5,12,11,1,T4a,True,,,
720575940626633615,right,T4c,673,2,5,0,5,T4c,True,,,
720575940626633880,left,T5b,690,-7,-3,5,-8,T5b,True,,,
720575940626637699,left,T5b,523,2,14,5,9,T5b,True,,,
720575940626637826,left,T5a,557,6,-10,-11,1,T5a,True,,,
720575940626638110,right,T5b,501,1,2,0,2,T5b,True,,,
720575940626638384,right,T5b,329,0,24,12,12,T5b,True,,,
720575940626640296,left,T4d,623,1,13,5,8,T4d,True,,,
720575940626642584,right,T5c,657,-2,-25,-11,-14,T5c,True,,,
720575940626642618,left,T4d,511,5,-11,-11,0,T4d,True,,,
720575940626642698,right,T5a,38,0,-2,-1,-1,T5a,True,,,
720575940626647464,right,T4a,664,1,-27,-15,-12,T4a,True,,,
720575940626654864,right,T4a,48,-4,-22,-7,-15,T4a,True,,,
720575940626662174,right,T5a,605,3,15,4,11,T5a,True,,,
720575940626662686,right,T4d,502,5,8,-1,9,T4d,True,,,
720575940626665128,right,T4b,417,-6,-10,1,-11,T4b,True,,,
720575940626665859,left,T5b,710,4,-25,-17,-8,T5b,True,,,
720575940626666877,right,T4a,345,3,-12,-9,-3,T4a,True,,,
720575940626667778,left,T5c,121,-8,4,10,-6,T5c,True,,,
720575940626667928,right,T5a,355,-7,-6,4,-10,T5a,True,,,
720575940626676057,right,T4d,169,0,-18,-9,-9,T4d,True,,,
720575940626680337,left,T5d,388,3,19,6,13,T5d,True,,,
720575940626680506,right,T4d,278,-5,10,10,0,T4d,True,,,
720575940626680665,right,T4a,86,-5,-7,1,-8,T4a,True,,,
720575940626683338,left,T5d,510,-2,11,7,4,T5d,True,,,
720575940626684797,left,T5b,397,-3,-19,-7,-12,T5b,True,,,
720575940626684956,left,T4a,481,4,-8,-8,0,T4a,True,,,
720575940626689917,right,T5d,384,-6,-2,5,-7,T5d,True,,,
720575940626690960,left,T4a,239,-6,6,9,-3,T4a,True,,,
720575940626692389,left,T4c,705,1,1,-1,2,T4c,True,,,
720575940626693465,right,T5d,294,1,-20,-11,-9,T5d,True,,,
720575940626693507,left,T4b,337,-5,-6,2,-8,T4b,True,,,
720575940626693694,left,T5b,303,-5,22,16,6,T5b,True,,,
720575940626694599,right,T4d,611,-1,-18,-8,-10,T4d,True,,,
720575940626694808,left,T5d,403,-2,-12,-4,-8,T5d,True,,,
720575940626695811,left,T5c,426,-3,0,3,-3,T5c,True,,,
720575940626696548,left,T5a,442,-5,25,17,8,T5a,True,,,
720575940626697091,left,T4b,345,3,-12,-9,-3,T4b,True,,,
720575940626697758,left,T5c,28,5,6,-2,8,T5c,True,,,
720575940626702026,right,T4c,448,0,30,15,15,T4c,True,,,
720575940626706344,left,T4c,389,4,-28,-18,-10,T4c,True,,,
720575940626707996,left,T4a,544,3,-13,-10,-3,T4a,True,,,
720575940626711941,right,T5a,517,6,3,-5,8,T5a,True,,,
720575940626714114,left,T5a,223,-2,26,15,11,T5a,True,,,
720575940626716958,right,T5a,566,5,-8,-9,1,T5a,True,,,
720575940626719262,right,T5b,379,3,-17,-12,-5,T5b,True,,,
720575940626721688,right,T4c,378,-3,18,12,6,T4c,True,,,
720575940626723091,right,T5a,663,0,8,4,4,T5a,True,,,
720575940626723459,left,T5c,745,0,13,6,7,T5c,True,,,
720575940626723870,right,T4a,731,-6,9,10,-1,T4a,True,,,
720575940626724400,left,T5b,313,7,3,-6,9,T5b,True,,,
720575940626724414,left,T4d,183,-5,-15,-3,-12,T4d,True,,,
720575940626727293,left,T4b,245,-5,-3,3,-6,T4b,True,,,
720575940626727592,right,T5d,32,0,12,6,6,T5d,True,,,
720575940626727710,left,T4a,747,0,2,1,1,T4a,True,,,
720575940626727848,right,T4b,408,-6,-4,4,-8,T4b,True,,,
720575940626727966,right,T5a,413,-2,-7,-2,-5,T5a,True,,,
720575940626736446,left,T4c,245,-5,-3,3,-6,T4c,True,,,
720575940626736536,left,T5d,341,6,-17,-15,-2,T5d,True,,,
720575940626736808,right,T4b,647,-4,-7,0,-7,T4b,True,,,
720575940626737722,right,T5c,701,0,-4,-2,-2,T5c,True,,,
720575940626740404,right,T5b,71,-2,-3,0,-3,T5b,True,,,
720575940626755074,left,T5b,365,4,7,-1,8,T5b,True,,,
720575940626755330,left,T4c,60,-8,8,12,-4,T4c,True,,,
720575940626757520,left,T4d,328,5,-9,-10,1,T4d,True,,,
720575940626758343,left,T4b,289,-1,11,6,5,T4b,True,,,
720575940626760211,right,T4b,572,-8,3,9,-6,T4b,True,,,
720575940626767618,right,T4b,30,6,16,2,14,T4b,True,,,
720575940626769560,left,T5b,509,-4,10,9,1,T5b,True,,,
720575940626771528,right,T4d,392,-4,7,7,0,T4d,True,,,
720575940626777496,right,T4a,473,-4,23,15,8,T4a,True,,,
720575940626778311,right,T5b,145,0,4,2,2,T5b,True,,,
720575940626781028,left,T5c,343,-3,27,16,11,T5c,True,,,
720575940626782151,right,T4b,53,5,14,2,12,T4b,True,,,
720575940626783740,right,T5c,684,-6,17,14,3,T5c,True,,,
720575940626783943,left,T5b,752,-2,7,5,2,T5b,True,,,
720575940626785538,left,T5d,80,4,13,2,11,T5d,True,,,
720575940626786179,left,T4c,250,-1,1,1,0,T4c,True,,,
720575940626787614,right,T4b,678,3,-7,-7,0,T4b,True,,,
720575940626791293,right,T4b,298,-5,5,7,-2,T4b,True,,,
720575940626791468,right,T4b,303,-5,22,16,6,T4b,True,,,
720575940626794250,right,T4d,121,-8,4,10,-6,T4d,True,,,
720575940626796388,left,T5d,315,-3,-6,0,-6,T5d,True,,,
720575940626797913,left,T5b,703,-3,1,3,-2,T5b,True,,,
720575940626798778,right,T5d,186,-1,26,14,12,T5d,True,,,
720575940626799356,left,T4a,472,1,25,11,14,T4a,True,,,
720575940626800124,left,T4d,225,2,-26,-15,-11,T4d,True,,,
720575940626800403,right,T4c,162,-4,-2,3,-5,T4c,True,,,
720575940626801753,left,T5b,476,-1,15,8,7,T5b,True,,,
720575940626803970,left,T4d,613,6,-23,-18,-5,T4d,True,,,
720575940626804120,left,T5d,95,4,-21,-15,-6,T5d,True,,,
720575940626804617,right,T5d,61,-4,-4,2,-6,T5d,True,,,
720575940626805129,right,T5a,221,-7,3,8,-5,T5a,True,,,
720575940626806610,right,T4c,227,-7,5,9,-4,T4c,True,,,
720575940626812553,right,T4b,459,5,-3,-7,4,T4b,True,,,
720575940626813577,right,T5a,203,3,-1,-4,3,T5a,True,,,
720575940626815004,left,T4a,242,-4,6,7,-1,T4a,True,,,
720575940626818332,left,T5b,411,-5,-19,-5,-14,T5b,True,,,
720575940626819356,left,T4c,558,-4,-21,-7,-14,T4c,True,,,
720575940626820227,left,T5c,307,5,-25,-18,-7,T5c,True,,,
720575940626820538,right,T5a,329,0,24,12,12,T5a,True,,,
720575940626820636,left,T5a,340,-4,17,12,5,T5a,True,,,
720575940626822140,left,T4d,164,-1,-2,0,-2,T4d,True,,,
720575940626831166,left,T4a,674,-4,-14,-3,-11,T4a,True,,,
720575940626834584,left,T5a,403,-2,-12,-4,-8,T5a,True,,,
720575940626835545,right,T5b,34,6,18,3,15,T5b,True,,,
720575940626835801,right,T5b,646,6,17,2,15,T5b,True,,,
720575940626838147,left,T4d,569,6,6,-3,9,T4d,True,,,
720575940626840775,right,T4c,705,1,1,-1,2,T4c,True,,,
720575940626843420,left,T4a,267,-6,2,7,-5,T4a,True,,,
720575940626852373,right,T4c,772,1,12,5,7,T4c,True,,,
720575940626852584,left,T4b,401,-2,-19,-8,-11,T4b,True,,,
720575940626857260,right,T4c,412,-6,21,16,5,T4c,True,,,
720575940626857704,right,T5c,545,5,11,0,11,T5c,True,,,
720575940626858748,right,T5a,760,0,17,8,9,T5a,True,,,
720575940626859804,right,T4c,184,-6,-5,3,-8,T4c,True,,,
720575940626865948,left,T4d,668,1,19,8,11,T4d,True,,,
720575940626869804,right,T4d,494,0,29,14,15,T4d,True,,,
720575940626871396,left,T4d,329,0,24,12,12,T4d,True,,,
720575940626872201,right,T5b,139,1,-14,-8,-6,T5b,True,,,
720575940626873340,left,T4a,338,-1,0,1,-1,T4a,True,,,
720575940626876291,right,T4c,343,-3,27,16,11,T4c,True,,,
720575940626881673,right,T4b,55,-4,-11,-2,-9,T4b,True,,,
720575940626887938,left,T5b,160,-2,20,12,8,T5b,True,,,
720575940626899561,left,T4a,42,-1,14,8,6,T4a,True,,,
720575940626903298,left,T5d,693,-3,25,15,10,T5d,True,,,
720575940626906686,left,T5c,175,-6,-7,2,-9,T5c,True,,,
720575940626908446,left,T5a,315,-3,-6,0,-6,T5a,True,,,
720575940626911875,left,T4d,264,-1,-6,-2,-4,T4d,True,,,
720575940626912275,right,T5a,265,-6,-1,5,-6,T5a,True,,,
720575940626913223,left,T5d,65,-1,28,15,13,T5d,True,,,
720575940626914759,left,T4a,759,7,14,0,14,T4a,True,,,
720575940626915109,left,T4d,149,6,-14,-13,-1,T4d,True,,,
720575940626921502,left,T5b,456,0,21,10,11,T5b,True,,,
720575940626922754,right,T5d,40,-2,-6,-1,-5,T5d,True,,,
720575940626923530,right,T5c,76,-3,-4,1,-5,T5c,True,,,
720575940626924681,right,T5c,765,-3,9,7,2,T5c,True,,,
720575940626926991,right,T4c,550,-2,3,3,0,T4c,True,,,
720575940626942508,right,T5c,39,0,20,10,10,T5c,True,,,
720575940626943577,left,T5b,721,5,13,1,12,T5b,True,,,
720575940626944286,right,T5a,595,7,-12,-13,1,T5a,True,,,
720575940626944893,left,T4b,772,1,12,5,7,T4b,True,,,
720575940626946300,right,T4b,397,-3,-19,-7,-12,T4b,True,,,
720575940626947271,right,T4a,665,7,-2,-8,6,T4a,True,,,
720575940626947736,left,T5c,109,4,-5,-7,2,T5c,True,,,
720575940626949907,left,T4a,219,6,-4,-8,4,T4a,True,,,
720575940626951468,right,T5a,353,2,24,10,14,T5a,True,,,
720575940626951549,right,T4a,460,-3,-20,-7,-13,T4a,True,,,
720575940626951555,left,T5a,782,-1,-28,-13,-15,T5a,True,,,
720575940626951811,left,T4d,260,-3,19,12,7,T4d,True,,,
720575940626951877,right,T4a,130,2,12,4,8,T4a,True,,,
720575940626953274,right,T5a,704,-7,8,11,-3,T5a,True,,,
720575940626953597,left,T5a,29,-1,-3,-1,-2,T5a,True,,,
720575940626954392,left,T4d,418,-2,15,9,6,T4d,True,,,
720575940626955160,left,T4a,591,3,-3,-5,2,T4a,True,,,
720575940626955274,right,T4b,745,0,13,6,7,T4b,True,,,
720575940626962746,right,T4a,211,-7,-1,6,-7,T4a,True,,,
720575940626965562,right,T4c,603,-3,-23,-9,-14,T4c,True,,,
720575940626965778,right,T5a,455,7,-7,-11,4,T5a,True,,,
720575940626967055,right,T4b,419,-3,-11,-3,-8,T4b,True,,,
720575940626967311,right,T4a,530,-3,-13,-4,-9,T4a,True,,,
720575940626967641,left,T4a,173,2,-25,-15,-10,T4a,True,,,
720575940626968066,left,T5c,11,7,-14,-14,0,T5c,True,,,
720575940626972106,left,T4d,267,-6,2,7,-5,T4d,True,,,
720575940626976180,right,T4c,420,6,-3,-8,5,T4c,True,,,
720575940626978137,right,T5a,637,3,-21,-14,-7,T5a,True,,,
720575940626979252,right,T5d,497,6,1,-6,7,T5d,True,,,
720575940626979461,right,T5b,611,-1,-18,-8,-10,T5b,True,,,
720575940626981406,left,T4b,254,3,-24,-15,-9,T4b,True,,,
720575940626982090,left,T4c,593,3,-14,-10,-4,T4c,True,,,
720575940626982858,right,T5d,686,5,-22,-16,-6,T5d,True,,,
720575940626984073,left,T5c,440,1,23,10,13,T5c,True,,,
720575940626987522,left,T5c,380,-1,29,15,14,T5c,True,,,
720575940626993171,right,T5d,257,2,21,8,13,T5d,True,,,
720575940626993427,right,T5a,34,6,18,3,15,T5a,True,,,
720575940626993470,right,T5d,416,3,-8,-7,-1,T5d,True,,,
720575940626995987,left,T5c,224,0,5,2,3,T5c,True,,,
720575940626995998,right,T5a,787,3,28,11,17,T5a,True,,,
720575940626999689,right,T5b,452,1,-9,-6,-3,T5b,True,,,
720575940627002626,right,T4c,209,-3,-8,-1,-7,T4c,True,,,
720575940627004682,right,T5a,717,2,-22,-13,-9,T5a,True,,,
720575940627005573,left,T4b,663,0,8,4,4,T4b,True,,,
720575940627005698,left,T4c,613,6,-23,-18,-5,T4c,True,,,
720575940627006750,right,T4b,280,-6,-14,-1,-13,T4b,True,,,
720575940627009157,left,T4c,464,4,0,-4,4,T4c,True,,,
720575940627010685,right,T4b,663,0,8,4,4,T4b,True,,,
720575940627014474,right,T5c,636,0,6,3,3,T5c,True,,,
720575940627021612,right,T4b,201,-8,9,12,-3,T4b,True,,,
720575940627023047,right,T4d,299,-4,12,10,2,T4d,True,,,
720575940627023229,left,T4c,605,3,15,4,11,T4c,True,,,
720575940627024069,right,T4d,630,4,8,0,8,T4d,True,,,
720575940627024698,right,T5c,23,-3,-16,-5,-11,T5c,True,,,
720575940627025930,left,T4c,606,-1,-19,-9,-10,T4c,True,,,
720575940627027731,right,T4b,577,5,-14,-12,-2,T4b,True,,,
720575940627027733,right,T4c,558,-4,-21,-7,-14,T4c,True,,,
720575940627032197,right,T5a,106,-7,11,12,-1,T5a,True,,,
720575940627032842,left,T5c,617,-2,-17,-7,-10,T5c,True,,,
720575940627033354,left,T4d,269,2,-19,-12,-7,T4d,True,,,
720575940627034882,left,T4b,497,6,1,-6,7,T4b,True,,,
720575940627036170,left,T5b,272,3,-2,-4,2,T5b,True,,,
720575940627036426,left,T5b,74,-1,-9,-4,-5,T5b,True,,,
720575940627038010,right,T5d,413,-2,-7,-2,-5,T5d,True,,,
720575940627039242,right,T5a,305,-7,4,9,-5,T5a,True,,,
720575940627040266,left,T4b,419,-3,-11,-3,-8,T4b,True,,,
720575940627042314,left,T4c,424,-3,-2,2,-4,T4c,True,,,
720575940627043736,right,T5a,130,2,12,4,8,T5a,True,,,
720575940627043859,right,T5b,738,-3,13,9,4,T5b,True,,,
720575940627049624,left,T5d,18,5,-16,-13,-3,T5d,True,,,
720575940627056113,left,T5c,165,4,16,4,12,T5c,True,,,
720575940627056202,left,T4c,690,-7,-3,5,-8,T4c,True,,,
720575940627058186,right,T5b,100,2,-10,-7,-3,T5b,True,,,
720575940627061002,left,T4b,247,-4,-15,-4,-11,T4b,True,,,
