level,family,arm,root_id,stimulus,seed,peak_model_rate,integral_model_rate_s,peak_time_after_onset_s,sensory_peak_sum,trace_path
L0,intervention,output_silence,720575940623047629,grating_0,17,0.0,0.0,0.0,1.146174012634744,traces/575bd02f86bc48bdf82b49a5f7f8ca696b8a3609df850969fedf3bf4c1f5b7cf.npz
L0,intervention,shuffle_space,720575940623047629,expand,17,0.0007405726363163504,0.0003654082886227195,0.75,0.785824455780196,traces/5fcb7f2f254b6aad71a199bcddf7d56b0f7912b13c93af89bea38c0e170588b5.npz
L0,intervention,shuffle_space,720575940623047629,expand,29,0.0008253201357895864,0.0004555081216390376,0.835,0.785824455780196,traces/1d87d0dfd038b07afe4e24078e08205e4d714a3845532ff45b4cf4c4e44397f2.npz
L0,intervention,shuffle_space,720575940623047629,expand,43,0.0009369074752610751,0.0004639666915525948,0.46499999999999986,0.785824455780196,traces/752d0d6cacd26f8941dda51a0be2d0d212f970a0833b36994116cf2fee2b4f11.npz
L0,intervention,shuffle_space,720575940623047629,recede,17,0.001747733532975347,0.0017805687825751264,1.71,1.1647866883607065,traces/b31e132bd7eea7b3253ef6cb18eb9273598814347e7bdfbb99e6cca02798fa9d.npz
L0,intervention,shuffle_space,720575940623047629,recede,29,0.001326442757686844,0.0015516739777748597,1.25,1.1647866883607065,traces/0a27f6872dfc28af28ce314facc0a4301559bb730224f3fcbe0bf459c93bac26.npz
L0,intervention,shuffle_space,720575940623047629,recede,43,0.0014919047197946619,0.0015823459675478988,1.375,1.1647866883607065,traces/f9f6a7ae9d83449a366a4e8150c08aed7e8bac42d9973d06ca2190d0699ce357.npz
L0,intervention,shuffle_space,720575940623047629,grating_0,17,0.0007232048584634293,0.0010260170921117498,1.1099999999999999,1.146174012634744,traces/7f327d784ad4caff2b6dd926afc6b887768883b231ac8467496cbaf27a52e8b9.npz
L0,intervention,shuffle_space,720575940623047629,grating_0,29,0.0008356306431347347,0.0010251253514669764,1.835,1.146174012634744,traces/9a98dd8e34bf52fa074b73bb4684854eeda6cda9303ff1588253c6cc3722cb11.npz
L0,intervention,shuffle_space,720575940623047629,grating_0,43,0.0009698362371637869,0.0010266100402013365,1.125,1.146174012634744,traces/cc44ad770df11ed6e79089e00b9edf018cb4e2a910c8e58cd3e4946fd4035602.npz
L0,intervention,sensory_lesion,720575940623047629,expand,17,0.0005086410111399115,0.00024227107771819677,0.33000000000000007,0.785824455780196,traces/05acfe7fbbd86cc87c35644b1ba621b5c07f187bb6e77c6e7f2d67b28ce2f549.npz
L0,intervention,sensory_lesion,720575940623047629,recede,17,0.001479832318869363,0.0017635854684196742,0.9699999999999998,1.1647866883607065,traces/d54e3d73d4e0a46ac8bc905a2d47afbd896b45778706b43a68d33810c152e28f.npz
L0,intervention,sensory_lesion,720575940623047629,grating_0,17,0.0009546294835092008,0.0009257974174525284,1.08,1.146174012634744,traces/08ffad1a83b4391eb5b77b22b5153ebbbe6cf38e6caf4260776a3c3b367784fb.npz
L0,intervention,matched_sensory,720575940623047629,expand,17,0.0005080927685787329,0.00024205777266373508,0.33000000000000007,0.785823988292794,traces/e9c392926175c4cdb37a9fb199a46e70a8d9d5b870e51e2bda806d0124d89adf.npz
L0,intervention,matched_sensory,720575940623047629,recede,17,0.0016052224885156439,0.002083647161099993,1.415,1.1390389754035644,traces/5a9d586651bf8c570910d418fe936bf1cb3194b086693933c22bc9f73607cd14.npz
L0,intervention,matched_sensory,720575940623047629,grating_0,17,0.0009546294835092008,0.0009257974174525284,1.08,1.146174012634744,traces/f353b10a8e39f82657387d345e1a435233a7295355996b632d5db608c8396bcb.npz
L0,primary,intact,720575940637088602,expand,17,0.00033760132221076055,0.00018288391381500699,0.5699999999999998,0.7215053734609079,traces/4ca6a15b2e5a09a809e06b8f62d82bda3cfa16964309f7f8863e0a2026a4158d.npz
L0,primary,intact,720575940637088602,recede,17,0.0020357609111052687,0.0020492147663927216,1.9700000000000002,1.5161327067866193,traces/03b358463c23df78092b61094cb39d4c5098885b87b7e3f2bc0a3ff086ea1ebf.npz
L0,primary,intact,720575940637088602,dim,17,0.0,0.0,0.0,0.0,traces/3bf3b82fb908145deea9d2e71925b1b43301572acf587e604c9568a2b05ae4cc.npz
L0,primary,intact,720575940637088602,translate,17,0.0015582898469120737,0.0008147729548208106,1.3250000000000002,1.0419172747256367,traces/7967f0e7aec09a3408570c0e6a3eced9e6bde7311e3be2aa2b7f012d9d3a593a.npz
L0,primary,intact,720575940637088602,grating_0,17,0.001560489529979085,0.0013947308497877092,1.3250000000000002,1.115160732878139,traces/afbb8a3d8ee104eae374aeb40bc3146de014afe045dce71e0ca2af9c0e6b82e6.npz
L0,primary,intact,720575940637088602,grating_90,17,0.002404410032767621,0.0034373379765832487,1.1949999999999998,1.854209928634718,traces/3a7ac90e874a06276258da579d6f94c92dc12dfe095815634b3dd3724bfcb2b1.npz
L0,primary,intact,720575940637088602,grating_180,17,0.0017536152674042043,0.0022387112555865485,0.7850000000000001,1.6539334753205757,traces/dff142e364d5a036b82318fcd4be9e39935d4ad63ef506098abf5d092e07a5cd.npz
L0,primary,intact,720575940637088602,grating_270,17,0.00133783571965567,0.00164552666604517,1.7199999999999998,3.3502253594671685,traces/ceef0b27035a58eaad683b703d57de69c224bccd8e4f37c2e7ae6fdf4ef3737e.npz
L0,primary,intact,720575940637088602,approach_20,17,0.0005656527276585757,0.00012726981127015094,0.41999999999999993,1.9274597711675434,traces/cb0587c1909a0d4e3d7d3be09bc5ac068158389aaae17e974a22c84efe92a634.npz
L0,primary,intact,720575940637088602,approach_40,17,0.0005244697873825873,0.00015192741685964088,0.7749999999999999,2.142110306948387,traces/ce8c1e3f65c2434bd7c60ee47a58c0805dbd8a69aa855e1ede73c3ce3f51c0bd.npz
L0,primary,intact,720575940637088602,approach_80,17,0.0004140412164488492,0.0001743405477952432,1.505,2.144553956482536,traces/e721f0708f638d220adc15c1c4552b354e6b03256b4d32c9674dcd481aa112f6.npz
L0,primary,intact,720575940637088602,bright,17,0.00018059066542925557,3.616230681774236e-05,0.44999999999999973,0.9923346911993993,traces/b75b4b3dcff55732acaf6c54ce779131dd864d5e44bfd34f5ab677c24c93c425.npz
L0,primary,intact,720575940637088602,small,17,0.00033760132221076055,0.0001828839047913233,0.5699999999999998,0.6216726385640864,traces/a878ad434150a364c0e616654be08f229b3e2a079ea14d5d942675cfe9991a9f.npz
L0,primary,intact,720575940637088602,offset,17,0.00033512494828927643,0.00017145353374311534,2.8449999999999998,0.4568947593991478,traces/b4dff949b8366e13d74e4b7ea15a0e931d87de67b41da72de2cc3237cd44086d.npz
L0,primary,intact,720575940637088602,shuffle_time,17,0.00400234417951769,0.009204332505858257,1.6400000000000001,3.57050738976665,traces/314991337d93f9878595404a957e0d45b6086693accc0f45fe2a2ff9f5b9d27d.npz
L0,primary,intact,720575940637088602,blank,17,0.0,0.0,0.0,0.0,traces/10b4cc2a3714ba9f02872e669fe6967773ec3741b05d0167fa589a21f2d1ebb1.npz
L0,sensitivity,spacing3,720575940637088602,expand,17,0.0003974572485143488,0.00014413729306016735,0.5,1.2066148622202313,traces/c9da9eb92f819b32dbb1704f836dd74a444e59bba5d50c6c9e074f2d3c8d8f4b.npz
L0,sensitivity,spacing3,720575940637088602,recede,17,0.0027058477111315147,0.002019759797419966,2.41,2.1022615171361805,traces/7ee33127e8a3c96159fff3ed490cba94f637614661b87d123520f3d8e163645a.npz
L0,sensitivity,spacing3,720575940637088602,dim,17,0.0,0.0,0.0,0.0,traces/6debf3648cf4b8060e7e6a940e1df6950983ff6cb67099193be7274455a4a41f.npz
L0,sensitivity,spacing3,720575940637088602,grating_0,17,0.0013253163599232997,0.0015758845742723086,1.495,0.9410120569257728,traces/ebd1d001ea8fdb8b30d43c83b608dfb9ffc56a2d39afe7158946736081ef4706.npz
L0,sensitivity,spacing3,720575940637088602,grating_90,17,0.002455843264577302,0.0033034791564997366,1.815,2.4485357121078417,traces/af0043e98d415f29cd230c9dc9f8eb240d45523d357a41c06794ec03b88d6398.npz
L0,sensitivity,spacing3,720575940637088602,grating_180,17,0.0015923604613650303,0.0022193836798307287,1.775,1.844713248318032,traces/b12f722b83f9f2bd771e7531a638eca160f26aebb62b8b337bf89d2abb6a4d98.npz
L0,sensitivity,spacing3,720575940637088602,grating_270,17,0.0012079668163134125,0.0014547145458779316,1.73,4.926525539269612,traces/aa0a4333362ed201c2e07e65bf70288e2f9e7c619225d6ceabfa36e6fd004b44.npz
L0,sensitivity,spacing7,720575940637088602,expand,17,0.0002783192718022595,0.00017819766000954385,0.815,0.5585335736682391,traces/031f8e9eb8fa47525981214d33c35515ba7f94ec98f7ab7cbb774e5fc5b10782.npz
L0,sensitivity,spacing7,720575940637088602,recede,17,0.001620022266701091,0.0017429693884953852,1.54,1.1245277867113135,traces/5444c95797dfc7176947fc1a6afaa64838750715b5371e5549c6d0cafe02d672.npz
L0,sensitivity,spacing7,720575940637088602,dim,17,0.0,0.0,0.0,0.0,traces/854aa61264f111ca5361abc8486d3d8c6888736d61b9c27f99ab3d19473d7b24.npz
L0,sensitivity,spacing7,720575940637088602,grating_0,17,0.0008035308307811308,0.0005189875223511684,1.225,0.519448845145207,traces/e6d9627e4479b93bba0e40aa142def3d55578e4b7d1080f0d98224dff7f4e08e.npz
L0,sensitivity,spacing7,720575940637088602,grating_90,17,0.0020954373127190142,0.0028866508257896126,1.975,1.4609850329245342,traces/27690dfac50a3d83872387720e098052e267c669b79be5d8e5d804430c288b95.npz
L0,sensitivity,spacing7,720575940637088602,grating_180,17,0.0011764419537817054,0.0017967205635401721,0.5699999999999998,1.2408947472543184,traces/0ac47e2bc3ff4150049f1be5ac26ffed16d14bc87c768434b4cf2426b9c721a7.npz
L0,sensitivity,spacing7,720575940637088602,grating_270,17,0.0013504626966927532,0.0015282605579367212,1.4899999999999998,2.0665393096423204,traces/81270aadbc1792ad41431ecfc37c32e71ebd0475107c22ae921e0292e61e9d08.npz
L0,sensitivity,mirror,720575940637088602,expand,17,0.0011441274473743155,0.0010222489975580363,1.9,1.3042163070732558,traces/e69b078b6a1e1132ea765ba83578152f205a926ad56c290475204f0f51b94543.npz
L0,sensitivity,mirror,720575940637088602,recede,17,0.001687259353723936,0.0011682977974545256,1.98,1.1174554856537209,traces/329ac6362519abbc1c7196c36ec703f847d09136354832ba64ee011f2404a702.npz
L0,sensitivity,mirror,720575940637088602,dim,17,0.0,0.0,0.0,0.0,traces/d0c8a333ee0e03d37543806e45c6e522bee9ad8d709b1489c71f167c2b85bc10.npz
L0,sensitivity,mirror,720575940637088602,grating_0,17,0.0014879131308555662,0.001394889753058059,1.87,1.0892907009668225,traces/8d6e8a69fe0425cc536c0234cf48a5517235d2cbf76f0516fc56fb006562b803.npz
L0,sensitivity,mirror,720575940637088602,grating_90,17,0.002404410032767621,0.0034373379765832487,1.1949999999999998,1.854209928634718,traces/f75b7505d6b8b4560a9a7534a44b2e6253631691b497d9e02a994eec85584c5a.npz
L0,sensitivity,mirror,720575940637088602,grating_180,17,0.0018053593227371188,0.002238671735842869,1.4049999999999998,1.6454950016151448,traces/7678f695d04b011464b7bc0232845c3349d213d763f50cc311ff61b83a289ecc.npz
L0,sensitivity,mirror,720575940637088602,grating_270,17,0.00133783571965567,0.00164552666604517,1.7199999999999998,3.3502253594671685,traces/13109d6a2cf1e1962685517c4423626e68d51957a3791709e2b7ec2172eca457.npz
L0,sensitivity,axes_minus45,720575940637088602,expand,17,0.000896232715788799,0.0004505024552440617,0.9199999999999999,0.7817737117581038,traces/487de0275f8ad193fb544a8495e09ccc5ece83e9e9d209ce380fef61de26693d.npz
L0,sensitivity,axes_minus45,720575940637088602,recede,17,0.0014736866418318378,0.0017318183263327778,1.9849999999999999,1.4997602849634153,traces/27b175a434aa88f119e0de29fc8247acbd37e535371d64d1d8f05f99f57e2024.npz
L0,sensitivity,axes_minus45,720575940637088602,dim,17,0.0,0.0,0.0,0.0,traces/c45929005ed5c868fcfe11fc5dbeb6d4535beccafe2c700d57b6976daae29437.npz
L0,sensitivity,axes_minus45,720575940637088602,grating_0,17,0.003237433237449908,0.004747675683347277,1.44,2.788720533162237,traces/85dd399c822a7ea116f9dcaf1f989882c150c157666af983fe2add6fddc3620c.npz
L0,sensitivity,axes_minus45,720575940637088602,grating_90,17,0.0034261127265036405,0.0055707573014350765,1.4899999999999998,3.0678991925625607,traces/3c8bcd618867b472eecc1143713eb6a0b36aec202f91effc3505d3e1a982970f.npz
L0,sensitivity,axes_minus45,720575940637088602,grating_180,17,0.002963443363259626,0.0037947253163875005,1.27,4.832805547213044,traces/c0899781f88951beb4790743c838217c9753d3104b25a388ea292589d4d3acca.npz
L0,sensitivity,axes_minus45,720575940637088602,grating_270,17,0.0018790941893859607,0.002960937232197704,2.0149999999999997,3.551346973863188,traces/26418bf18c9ad521a123c8e86400a362e414c0cefe2a64e31a6dd606d131f3b3.npz
L0,sensitivity,axes_plus45,720575940637088602,expand,17,0.00046244299548990267,0.0001959159030071138,0.5800000000000001,1.0746611278340024,traces/b82d42e9c203db6059404fe4e6eca60e29c24c654c7104ac02d1401b271f8e9a.npz
L0,sensitivity,axes_plus45,720575940637088602,recede,17,0.0020583240679570335,0.002080204324654651,1.9649999999999999,1.3438428304072647,traces/4649a507f438cbf80884aac59f9e1194450eb2a65dbf86d117e78ca07307f09c.npz
L0,sensitivity,axes_plus45,720575940637088602,dim,17,0.0,0.0,0.0,0.0,traces/233f5d1e351d80dce4ac5f6940b3fabe0c2d297fe6c5e37921f52797a7db93c2.npz
L0,sensitivity,axes_plus45,720575940637088602,grating_0,17,0.0028104263238938605,0.0029637374860323963,1.2399999999999998,4.076451607283005,traces/c1639a930c03d523df7dd3eeec5b73ddab151d00f39ced5fa1e3afe1c9c265ff.npz
L0,sensitivity,axes_plus45,720575940637088602,grating_90,17,0.0032811541527045756,0.0047405683935443765,1.1349999999999998,2.3889439472233476,traces/a7942af1f7731199783b5e780259a8184910dc770b21b0160776ac49a0873f5f.npz
L0,sensitivity,axes_plus45,720575940637088602,grating_180,17,0.003575700372354693,0.005578462242592062,1.045,3.4349066413835527,traces/4df05162f29b844f710b39b9955cb64d3b296fa38953753eb8ebc46c593e1d12.npz
L0,sensitivity,axes_plus45,720575940637088602,grating_270,17,0.002635043006066459,0.003791205071521308,0.8799999999999999,4.277164140315811,traces/1fa40308fe2dc1d48ab566b3b8fa13e3e19569df869ec05022fc58cbe587cdcc.npz
L0,sensitivity,tau20ms,720575940637088602,expand,17,0.00027781832855505956,7.807035698170519e-05,0.45500000000000007,0.4210648120410847,traces/098bc675ab842dca2422c275da5e5620ad6bc74798970601ccfe0e4ccd269940.npz
L0,sensitivity,tau20ms,720575940637088602,recede,17,0.001171262374814152,0.0008272362933390029,0.9750000000000001,1.0597887808635111,traces/5be90cc4e1172b09f3f26d8bd1e8532a5f6abd4fe9cc1d88fb194da6131a166f.npz
L0,sensitivity,tau20ms,720575940637088602,dim,17,0.0,0.0,0.0,0.0,traces/51e1d97b6b19f2d1754b718922387c726be9f978821e1a8caab3bfa5ada5fa96.npz
L0,sensitivity,tau20ms,720575940637088602,grating_0,17,0.0013407075642620204,0.0005596105298939534,1.275,0.8210108833593541,traces/c8f44d1a5449cfc36a97cfcf2a976f33c20f1ef08981cd8da38760536e044c99.npz
L0,sensitivity,tau20ms,720575940637088602,grating_90,17,0.0019162547618685744,0.0013828835863893996,1.15,1.5916765764088419,traces/a98ef3d338c96cc23150c31fff824a4f51dcfc0db92e2458782dc01e8e0d8118.npz
L0,sensitivity,tau20ms,720575940637088602,grating_180,17,0.0014384076653094426,0.0009002055165425336,0.7399999999999998,1.1374221912712277,traces/67bfbe9b13ee1c80c8a27443ac53ca3d8bf5503505576526ac84e9c267baa2f8.npz
L0,sensitivity,tau20ms,720575940637088602,grating_270,17,0.0011753523910104592,0.0006618689646845509,0.6749999999999998,2.9679639477389173,traces/7efd0158b20898c74379aef9cee2ab23bd08eee6e3dc8de37c514f6eff08ff06.npz
L0,sensitivity,tau100ms,720575940637088602,expand,17,0.00042351476330617933,0.00033493890504467664,1.02,1.100128832760099,traces/28ea1342032a8a54cb4923314804925526bf469871d5c7c7282c37e3cb1351f3.npz
L0,sensitivity,tau100ms,720575940637088602,recede,17,0.0029032406220722774,0.004001291388931684,2.05,2.301747665230435,traces/1762d18afb295aedd13a80c03f142c4ed303fabc440545f407d9002aa8dba16f.npz
L0,sensitivity,tau100ms,720575940637088602,dim,17,0.0,0.0,0.0,0.0,traces/a0f1c69428fdae81bf1768eb7485bb5cd10df59c37549606952eef8b7a38feef.npz
L0,sensitivity,tau100ms,720575940637088602,grating_0,17,0.002041104080070945,0.0026269046618682002,1.38,1.4446975557406418,traces/c375bdab9984b8cab94d297bd6fec8661a086c0379b1cecce6d7af909061e7ba.npz
L0,sensitivity,tau100ms,720575940637088602,grating_90,17,0.003611470212682611,0.006241684806821397,1.3050000000000002,2.8462136246463157,traces/393e8f2f2b0caa157e4d4b021714bf387d7cabafa7e41474f7c7589b50f0b0fc.npz
L0,sensitivity,tau100ms,720575940637088602,grating_180,17,0.0024080810956027296,0.004107101728919099,0.8500000000000001,2.5267614729552603,traces/8c71ae6c9913c77c33eb609b525a7d6c089cf59ec7c16d8d36843c68cad84a4d.npz
L0,sensitivity,tau100ms,720575940637088602,grating_270,17,0.0019955717848078574,0.003164384217108796,1.9899999999999998,4.919720761366502,traces/08148a486269e6769ed072906d51efa90f2f2aa848db31cc3f4d7336ddd41c71.npz
L0,sensitivity,gain_half,720575940637088602,expand,17,0.00017140238815689196,9.38142931979694e-05,0.5699999999999998,0.7215053734609079,traces/816a7532624dfb0cd779c9d0d9c1f882e6170554e080ec4dea0f4de13b81f656.npz
L0,sensitivity,gain_half,720575940637088602,recede,17,0.001020515507881399,0.001031469925429523,1.9700000000000002,1.5161327067866193,traces/c3c5e68a41238e001ce52e1c687c2be9199aff22d755e90cb947ad79ac7ea125.npz
L0,sensitivity,gain_half,720575940637088602,dim,17,0.0,0.0,0.0,0.0,traces/c859c5398691a7bf3b275ae1010383cd6f70114ac8d24ab01976d13585fe8b4b.npz
L0,sensitivity,gain_half,720575940637088602,grating_0,17,0.0007802447650714369,0.0006973654846236579,1.3250000000000002,1.115160732878139,traces/374690ba396f4dd4ef57889767f608e9debf1a283c2adf7c1a31fd1b81e3c336.npz
L0,sensitivity,gain_half,720575940637088602,grating_90,17,0.0012036782745923412,0.0017213074081308842,1.1949999999999998,1.854209928634718,traces/4c50e8bfbdaf93a3700ae62ecbe92836990d661b57ffcc0f956b3ba9573f86be.npz
L0,sensitivity,gain_half,720575940637088602,grating_180,17,0.0008768076926363434,0.0011193787688221768,0.7850000000000001,1.6539334753205757,traces/7c006e56a80b8131750c83c38e58d4e38fe8dcc25535e53afb5315d51b649431.npz
L0,sensitivity,gain_half,720575940637088602,grating_270,17,0.000707110138580283,0.0008966991532307928,1.7199999999999998,3.3502253594671685,traces/4d3da0c37caa1297b19dc06c913b490cca9710de6be91c50bd249886c51923a9.npz
L0,sensitivity,gain_double,720575940637088602,expand,17,0.0006547688755077498,0.00034778946871730573,0.565,0.7215053734609079,traces/e4762e64fcdc9b9a17c598270eeecbda0f7b129a38a24f46d6634e2ed70ffd86.npz
L0,sensitivity,gain_double,720575940637088602,recede,17,0.004050441403580423,0.004044335434257522,1.9700000000000002,1.5161327067866193,traces/8f2393b2454e35607302ffe7635ec3b124d5437bc2380e9edaa822badfe640e0.npz
L0,sensitivity,gain_double,720575940637088602,dim,17,0.0,0.0,0.0,0.0,traces/dbc6ba92c010233b4e85fe2e8c7c95c3524929e1cf1b708814914d9b0baf114c.npz
L0,sensitivity,gain_double,720575940637088602,grating_0,17,0.003120979059303014,0.0027894612217369925,1.3250000000000002,1.115160732878139,traces/b2b07a0c1c6835f5f32bb832f93c129bcda9adc7b8cae6a1e98c177912d150a2.npz
L0,sensitivity,gain_double,720575940637088602,grating_90,17,0.004797033999866998,0.006853568594452418,1.1949999999999998,1.854209928634718,traces/333668d02dc390d1c9d6bc2606f57c6057fd17e670b5b74670de2355bfc95182.npz
L0,sensitivity,gain_double,720575940637088602,grating_180,17,0.003507230063334479,0.004477237382941877,0.7850000000000001,1.6539334753205757,traces/95a7d57e486df842ca5563503c332bcdcf8ceb53e35ecaff6810fe004d12f4ea.npz
L0,sensitivity,gain_double,720575940637088602,grating_270,17,0.002370142971852241,0.0027075658364947197,0.7199999999999998,3.3502253594671685,traces/13de59f843270f92255c49f7cd17a6b949eb019a2b4e8fea00940c66ab4c118b.npz
L0,sensitivity,lpi_zero,720575940637088602,expand,17,0.00034800823041680713,0.00019288492845277535,0.5699999999999998,0.7215053734609079,traces/5ccafc0f624641d7e681c52ee4b7209191a691d8e420d91d9e0586c38e75365c.npz
L0,sensitivity,lpi_zero,720575940637088602,recede,17,0.0020463011204203264,0.0020769451033473725,1.9700000000000002,1.5161327067866193,traces/d78fc528121654d69d2a99b5a516a2f16a3963a3c60af8297f8218ae170bbb24.npz
L0,sensitivity,lpi_zero,720575940637088602,dim,17,0.0,0.0,0.0,0.0,traces/5ff0f3d4e1e7d99c052517e29a75e5357fa87ebe9e880f144391d63b045caad1.npz
L0,sensitivity,lpi_zero,720575940637088602,grating_0,17,0.001560489530306663,0.0013947310887069222,1.3250000000000002,1.115160732878139,traces/fe0d5120a29e02a66272079c0f26531b4b122272ea7b640c21aa118f1030ab1b.npz
L0,sensitivity,lpi_zero,720575940637088602,grating_90,17,0.0024103030656017436,0.0034478916559402876,1.1949999999999998,1.854209928634718,traces/ced5b5a2d525bdc7464b118c3ddfcdff60ba99f9e5a871613d4875306b2b3d80.npz
L0,sensitivity,lpi_zero,720575940637088602,grating_180,17,0.0017536155031411696,0.0022388038197021587,0.7850000000000001,1.6539334753205757,traces/0a9577bca0b360f9308b95fb24f10aa929f56de5944eb3e0f7ba48d62bb1252e.npz
L0,sensitivity,lpi_zero,720575940637088602,grating_270,17,0.0014906048346654617,0.0019412699468780012,1.7199999999999998,3.3502253594671685,traces/3f1732eb37bdd32897a5e6d3c69eb57e13b88eb991352d401450b11b396d7a71.npz
L0,sensitivity,lpi_half,720575940637088602,expand,17,0.0003428047763137839,0.0001876285863959388,0.5699999999999998,0.7215053734609079,traces/5020dc32b5c4261a59f4a80bf9d02ddd14d62e14efbbdbcdbfb99dc0a69cea5c.npz
L0,sensitivity,lpi_half,720575940637088602,recede,17,0.002041031015762798,0.002062939850859046,1.9700000000000002,1.5161327067866193,traces/61cc40cef7a7fc32438abfa28c5c6d12b814213727c4fb497e453bce5c718ef8.npz
L0,sensitivity,lpi_half,720575940637088602,dim,17,0.0,0.0,0.0,0.0,traces/cec6f1bef20d359fcc57bef2e7d93155c9f367be7d5b99258127624eb19be511.npz
L0,sensitivity,lpi_half,720575940637088602,grating_0,17,0.0015604895301428738,0.0013947309692473157,1.3250000000000002,1.115160732878139,traces/f7ebe40db356899c5356de69dcf01a8f276c984175944ccaf6f53a8ced1a032a.npz
L0,sensitivity,lpi_half,720575940637088602,grating_90,17,0.0024073565491846824,0.0034426148162617683,1.1949999999999998,1.854209928634718,traces/605c1ac79bc686a4e75ba2e4f94bb61d75661b570a66c034e6ced401fdb0f8d6.npz
L0,sensitivity,lpi_half,720575940637088602,grating_180,17,0.0017536153852726868,0.0022387575376443536,0.7850000000000001,1.6539334753205757,traces/f4f00a2178b04667dc7da055640e8f49ae7dbfdcaf96daa6253c48f6445475c5.npz
L0,sensitivity,lpi_half,720575940637088602,grating_270,17,0.001414220277160566,0.0017933983064615856,1.7199999999999998,3.3502253594671685,traces/89c6d2b2e6484b077e35d700b55795c1e165feae7c7f2a59ebf4ef5da59c6fb8.npz
L0,sensitivity,lpi_double,720575940637088602,expand,17,0.0003273844377538749,0.00017389473435865287,0.565,0.7215053734609079,traces/833cc47f911420041cd027d765ff06e0b8cc72c3a47472b01d3fc390ff2f877e.npz
L0,sensitivity,lpi_double,720575940637088602,recede,17,0.0020252207017902113,0.002022167717128761,1.9700000000000002,1.5161327067866193,traces/3643b6c3e1c72bc25ee5bd56f755fe3d97e327f787480a1dfe91ce3908609065.npz
L0,sensitivity,lpi_double,720575940637088602,dim,17,0.0,0.0,0.0,0.0,traces/38bca95f0eb489e803f863dc23652e0bf9b75737e2fa58e6fcccd41a61783807.npz
L0,sensitivity,lpi_double,720575940637088602,grating_0,17,0.001560489529651507,0.0013947306108684963,1.3250000000000002,1.115160732878139,traces/f2777e4f0bbc73332aa3e41923fc88c7c1a0f78088ffe7cfc04938cd06009e48.npz
L0,sensitivity,lpi_double,720575940637088602,grating_90,17,0.002398516999933499,0.003426784297226209,1.1949999999999998,1.854209928634718,traces/5f946691c95c3c792a1a6745831c38dc4ff9d2323aafcfd2491e12c9d7dcc523.npz
L0,sensitivity,lpi_double,720575940637088602,grating_180,17,0.0017536150316672394,0.0022386186914709386,0.7850000000000001,1.6539334753205757,traces/8130245de21536f066675fb47e15a69504009a983c073bb9c9a239012a05324c.npz
L0,sensitivity,lpi_double,720575940637088602,grating_270,17,0.0011850714859261205,0.0013537829182473599,0.7199999999999998,3.3502253594671685,traces/c3ba704dde69c099ba93cfb1e6442489ac40bc5fdcf39bc133782cc81d76a868.npz
L0,sensitivity,dt_half,720575940637088602,expand,17,0.0003353032251306207,0.00018249380688080557,0.565,0.7118588940054136,traces/c6b66604a8e7f3bd505f49dab31d6f0a1c554aa7fc8c1ba9ed34119d15fc673d.npz
L0,sensitivity,dt_half,720575940637088602,recede,17,0.002027741903172259,0.002048546659821428,1.9700000000000002,1.5070332349551565,traces/be63d5a24ae1617ca02c346720640b884389fa4cbbb471b21001cabb1800f38c.npz
L0,sensitivity,dt_half,720575940637088602,dim,17,0.0,0.0,0.0,0.0,traces/9ff88831629c7ea43cb470146e8696fd3566f7279b441d83836b0f6b92495c7f.npz
L0,sensitivity,dt_half,720575940637088602,grating_0,17,0.001530196455161366,0.001394049952147761,1.3250000000000002,1.1070607928655096,traces/a2c64e9230d9f414cb4726396663d91bc9e3751c5c99b7a933810b527260bd72.npz
L0,sensitivity,dt_half,720575940637088602,grating_90,17,0.0023774387656504067,0.0034343137866652013,1.1925,1.8292962847551313,traces/181d2868dc3fcd0e2da5497f18f254f78553616ce248d67afccaccc07dc8bbc6.npz
L0,sensitivity,dt_half,720575940637088602,grating_180,17,0.0017196726270863993,0.0022369320502989933,0.7850000000000001,1.6518030319661583,traces/7b35f541ea19d1e7d496dbefe338ab03809bbd8f4855a0f8ccb42eadf029b269.npz
L0,sensitivity,dt_half,720575940637088602,grating_270,17,0.0013181899635377643,0.0016450376197057227,1.7174999999999998,3.305296016573682,traces/3306abd4bffea48698caa63e3d27f8e61efbfb316d08af02f0bf48349d5694ce.npz
L0,sensitivity,retained_norm,720575940637088602,expand,17,0.0009417800187495347,0.0005034880136226301,0.565,0.7215053734609079,traces/570e750aac7173a361c84a3c23e6517715341f8be022b30013b0d02fcbf87210.npz
L0,sensitivity,retained_norm,720575940637088602,recede,17,0.005771547080766195,0.005779809157060433,1.9700000000000002,1.5161327067866193,traces/24985b0fb0eee6b8fccd4433c9d9652987ee081978c818250862c21d7f9cd61a.npz
L0,sensitivity,retained_norm,720575940637088602,dim,17,0.0,0.0,0.0,0.0,traces/545ae782bf326fea687c732d3b43c36ede0038bebb37c02ac7d6c8b243762f35.npz
L0,sensitivity,retained_norm,720575940637088602,grating_0,17,0.0044384857905566824,0.003967019491801721,1.3250000000000002,1.115160732878139,traces/d63fc708a6cef33b8a45911604d485c84d149b7f4add7588dae23a889676afd5.npz
L0,sensitivity,retained_norm,720575940637088602,grating_90,17,0.006827876759926619,0.009757220095298474,1.1949999999999998,1.854209928634718,traces/c598c781685884f741f91d63fe718ba391a112b910844dc845d1b07440690dbc.npz
