run,target,paired,intervention,paired_depression,control_depression,selective_depression,plastic_synapse_groups_changed,restoration_exact,replay_exact,plastic_only_depression,wall_seconds,baseline_A_PN,baseline_A_KC,baseline_A_MBON_app,baseline_A_MBON_av,baseline_A_DAN_app,baseline_A_DAN_av,baseline_A_APL,baseline_B_PN,baseline_B_KC,baseline_B_MBON_app,baseline_B_MBON_av,baseline_B_DAN_app,baseline_B_DAN_av,baseline_B_APL,post_A_PN,post_A_KC,post_A_MBON_app,post_A_MBON_av,post_A_DAN_app,post_A_DAN_av,post_A_APL,post_B_PN,post_B_KC,post_B_MBON_app,post_B_MBON_av,post_B_DAN_app,post_B_DAN_av,post_B_APL
app-1701-A-remove_da_contacts,app,A,remove_da_contacts,0.0,0.0,0.0,0,True,,0.0,5.384576916985679,0.05156339744948018,0.07781907096363656,0.07078002072329878,0.05933891337790369,0.004472704185615972,2.2844463629834528e-14,0.08114813158318873,0.05137741073610898,0.13107017395763437,0.112911179723297,0.11194038321728088,0.00677360761561452,1.1279932930093902e-13,0.1184218657502974,0.05156339744948018,0.07781907096363656,0.07078002072329878,0.05933891337790369,0.004472704185615972,2.2844463629834528e-14,0.08114813158318873,0.05137741073610898,0.13107017395763437,0.112911179723297,0.11194038321728088,0.00677360761561452,1.1279932930093902e-13,0.1184218657502974
app-1701-B-remove_da_contacts,app,B,remove_da_contacts,0.0,0.0,0.0,0,True,,0.0,5.156067125004483,0.05156339744948018,0.07781907096363656,0.07078002072329878,0.05933891337790369,0.004472704185615972,2.2844463629834528e-14,0.08114813158318873,0.05137741073610898,0.13107017395763437,0.112911179723297,0.11194038321728088,0.00677360761561452,1.1279932930093902e-13,0.1184218657502974,0.05156339744948018,0.07781907096363656,0.07078002072329878,0.05933891337790369,0.004472704185615972,2.2844463629834528e-14,0.08114813158318873,0.05137741073610898,0.13107017395763437,0.112911179723297,0.11194038321728088,0.00677360761561452,1.1279932930093902e-13,0.1184218657502974
app-1701-A-single_dan,app,A,single_dan,0.5038669007911718,0.05817699971091128,0.4456899010802605,596,True,,0.5038669007911718,5.43022845798987,0.05156339744948018,0.07781907096363656,0.07078002072329878,0.05933891337790369,0.004125215536314246,2.2844463629834528e-14,0.08114813158318873,0.05137741073610898,0.13107017395763437,0.112911179723297,0.11194038321728088,0.006371194122189273,1.1279932930093902e-13,0.1184218657502974,0.05156339744948018,0.07781907096363656,0.035116311043515314,0.05933891337790369,0.0011959310059701952,2.2844463629834528e-14,0.08114813158318873,0.05137741073610898,0.13107017395763437,0.1063423460531761,0.11194038321728088,0.00580698284556165,1.1279932930093902e-13,0.1184218657502974
app-1701-B-single_dan,app,B,single_dan,0.4423294280566977,0.09735541749162258,0.34497401056507515,1451,True,,0.4423294280566977,5.06049841598724,0.05156339744948018,0.07781907096363656,0.07078002072329878,0.05933891337790369,0.004125215536314246,2.2844463629834528e-14,0.08114813158318873,0.05137741073610898,0.13107017395763437,0.112911179723297,0.11194038321728088,0.006371194122189273,1.1279932930093902e-13,0.1184218657502974,0.05156339744948018,0.07781907096363656,0.06388920225571633,0.05933891337790369,0.0035314307317557245,2.2844463629834528e-14,0.08114813158318873,0.05137741073610898,0.13107017395763437,0.06296724217508404,0.11194038321728088,0.0021303336090515257,1.1279932930093902e-13,0.1184218657502974
app-1701-A-matched_dan,app,A,matched_dan,0.5585918027874875,0.059139655704818495,0.49945214708266905,618,True,,0.5585918027874875,5.139806207997026,0.05156339744948018,0.07781907096363656,0.07078002072329878,0.05933891337790369,0.004472704185615972,1.2353001991096423e-14,0.08114813158318873,0.05137741073610898,0.13107017395763437,0.112911179723297,0.11194038321728088,0.00677360761561452,6.22555008506781e-14,0.1184218657502974,0.05156339744948018,0.07781907096363656,0.031242881346135586,0.05933891337790369,0.0010544966943435645,1.2353001991096423e-14,0.08114813158318873,0.05137741073610898,0.13107017395763437,0.10623365142923634,0.11194038321728088,0.006148699698220461,6.22555008506781e-14,0.1184218657502974
app-1701-B-matched_dan,app,B,matched_dan,0.475438434133431,0.09870833967012782,0.3767300944633032,1526,True,,0.475438434133431,5.076937082980294,0.05156339744948018,0.07781907096363656,0.07078002072329878,0.05933891337790369,0.004472704185615972,1.2353001991096423e-14,0.08114813158318873,0.05137741073610898,0.13107017395763437,0.112911179723297,0.11194038321728088,0.00677360761561452,6.22555008506781e-14,0.1184218657502974,0.05156339744948018,0.07781907096363656,0.06379344239588472,0.05933891337790369,0.0038170281087764203,1.2353001991096423e-14,0.08114813158318873,0.05137741073610898,0.13107017395763437,0.05922886523949428,0.11194038321728088,0.0018396403070197488,6.22555008506781e-14,0.1184218657502974
app-1701-A-remove_pn_kc,app,A,remove_pn_kc,,,,0,True,,,5.108241000009002,0.05106190158939112,0.0,0.0,0.0,0.0,0.0,0.0033449210902177316,0.05056548270201465,0.0,0.0,0.0,0.0,0.0,0.0021732178293271324,0.05106190158939112,0.0,0.0,0.0,1e-323,0.0,0.0033449210902177316,0.05056548270201465,0.0,0.0,0.0,1e-323,0.0,0.0021732178293271324
app-1701-B-remove_pn_kc,app,B,remove_pn_kc,,,,0,True,,,5.089690749999136,0.05106190158939112,0.0,0.0,0.0,0.0,0.0,0.0033449210902177316,0.05056548270201465,0.0,0.0,0.0,0.0,0.0,0.0021732178293271324,0.05106190158939112,0.0,0.0,0.0,1e-323,0.0,0.0033449210902177316,0.05056548270201465,0.0,0.0,0.0,1e-323,0.0,0.0021732178293271324
app-1701-A-remove_kc_mbon,app,A,remove_kc_mbon,,,,618,True,,,5.175740208011121,0.05156339744948018,0.07781907096363656,0.0,0.05933891337790369,0.00015369968719355632,2.2844463629834528e-14,0.08114813158318873,0.05137741073610898,0.13107017395763437,0.0,0.11194038321728088,0.000183357216864457,1.1279932930093902e-13,0.1184218657502974,0.05156339744948018,0.07781907096363656,0.0,0.05933891337790369,0.00015369968719355632,2.2844463629834528e-14,0.08114813158318873,0.05137741073610898,0.13107017395763437,0.0,0.11194038321728088,0.000183357216864457,1.1279932930093902e-13,0.1184218657502974
app-1701-B-remove_kc_mbon,app,B,remove_kc_mbon,,,,1526,True,,,5.1902857499953825,0.05156339744948018,0.07781907096363656,0.0,0.05933891337790369,0.00015369968719355632,2.2844463629834528e-14,0.08114813158318873,0.05137741073610898,0.13107017395763437,0.0,0.11194038321728088,0.000183357216864457,1.1279932930093902e-13,0.1184218657502974,0.05156339744948018,0.07781907096363656,0.0,0.05933891337790369,0.00015369968719355632,2.2844463629834528e-14,0.08114813158318873,0.05137741073610898,0.13107017395763437,0.0,0.11194038321728088,0.000183357216864457,1.1279932930093902e-13,0.1184218657502974
app-1701-A-no_apl,app,A,no_apl,0.5456143989889131,0.0681720829515855,0.47744231603732756,650,True,,0.5456143989889131,5.1637213329959195,0.05398178642117465,0.09331953439235387,0.08968057232397868,0.07844773652137871,0.01037119740982344,0.00042357991646787,0.0,0.055695030298580334,0.17462676707416408,0.158436229687189,0.15962270502296755,0.016888374488053044,0.0015211051297918416,0.0,0.05398178642117465,0.09331953439235387,0.040749560754449306,0.07844773652137871,0.0058481777521079085,0.00042357991646787,0.0,0.055695030298580334,0.17462676707416408,0.1476353018944175,0.15962270502296755,0.015878622840390124,0.0015211051297918416,0.0
